TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
40.0,49.38,49.5,40.85,40.7,65.51,65.9,70.79,70.9,69.37,62.05,48.82,49.63,59.62,16.03,82.72,-39.12,48.36,45.2,4.585,1.43,43.66,3.8939999999999997,0.903,271.0,136.0,5.4,3.8,35.3,30.8,74.4,78.4,6.1,38.7,3.4,107.3,32.9,47.6,50.0,48.0,4.058,1.936,9.8,20.0,0.0,108.6,106.3,130.0,97.9,4.8,8.8,15.0,0.0,100.0,22.0,47.0,30.0,57.0,55.98,61.8,52.35,51.43,66.03,110.0,122.9
40.0,46.19,45.6,39.95,39.8,67.6,67.2,71.73,70.8,70.19,56.11,45.67,46.19,46.29,17.27,157.7,-128.7,35.76,32.8,2.9939999999999998,0.03796,36.65,3.431,1.025,268.8,137.6,3.4,1.4,36.5,31.9,72.2,74.5,2.1,38.7,2.4,110.7,38.7,42.8,43.0,41.0,-0.3752,-0.2306,10.74,20.0,0.0,108.6,106.5,131.0,98.3,3.8,5.7,25.0,0.0,100.0,22.0,47.0,30.0,63.0,55.93,60.65,46.99,47.13,87.81,71.86,212.9
40.0,45.08,44.9,39.82,39.6,65.88,65.3,69.56,68.7,68.06,54.72,44.93,45.33,41.31,16.84,149.7,-125.2,29.95,29.11,2.276,1.4380000000000002,35.56,2.9610000000000003,1.187,269.2,136.8,4.0,1.9,35.6,31.1,70.6,72.0,2.3,38.9,3.3,115.7,45.1,40.4,40.0,39.0,-4.413,-3.0380000000000003,11.04,20.0,0.0,109.0,106.5,129.0,96.8,3.4,5.3,25.0,0.0,100.0,22.0,47.0,30.0,52.0,55.85,60.12,45.72,45.74,94.65,54.62,216.9
40.0,44.71,44.8,39.78,39.8,65.27,65.0,68.7,68.3,67.53,54.27,44.69,45.01,38.51,13.15,148.6,-123.2,28.29,28.15,1.8230000000000002,1.683,34.66,2.87,1.225,268.9,137.8,3.8,2.0,36.0,31.4,70.3,71.5,3.6,38.9,2.9,118.1,47.8,40.6,40.0,39.0,-1.287,-0.9503,11.04,20.0,0.0,109.2,106.7,129.0,96.1,3.2,5.2,25.0,0.0,100.0,22.0,47.0,30.0,48.0,55.81,61.23,45.27,45.33,58.27,43.76,218.0
40.0,44.67,44.8,39.78,39.6,65.14,65.0,68.54,68.1,67.45,54.18,44.69,44.92,38.13,12.26,148.9,-123.0,27.99,28.08,1.35,1.445,34.33,2.867,1.227,269.4,137.4,3.3,1.4,36.5,31.9,69.9,70.5,2.9,39.1,2.6,119.0,48.9,38.6,39.0,38.0,-1.32,-0.9845,11.2,20.0,0.0,109.4,106.7,130.0,96.6,3.1,5.0,25.0,0.0,100.0,22.0,47.0,30.0,48.0,55.85,61.51,45.23,45.25,51.95,32.39,218.6
40.0,44.63,44.8,39.87,39.9,65.02,64.8,68.29,67.9,67.32,54.14,44.65,44.92,36.8,10.89,148.2,-122.3,27.13,27.22,1.575,1.669,33.71,2.83,1.2429999999999999,269.8,136.6,2.9,1.6,36.9,32.2,69.5,70.5,2.4,39.1,2.0,119.2,50.3,37.6,39.0,38.0,-0.3094,-0.2391,11.2,20.0,0.0,109.6,106.9,128.5,95.1,3.1,5.0,25.0,0.0,100.0,22.0,47.0,30.0,45.0,55.85,61.51,45.18,45.25,46.18,37.8,220.2
40.0,44.79,44.9,40.11,40.1,64.81,64.7,68.05,67.8,67.04,54.1,44.77,45.05,36.3,11.34,145.3,-120.3,26.82,26.68,1.584,1.445,33.68,2.799,1.256,269.5,137.5,3.2,2.1,36.7,32.1,69.9,71.0,2.8,39.2,2.3,120.2,50.3,37.8,38.0,37.0,0.3404,0.2667,11.36,20.0,0.0,110.1,107.1,128.5,95.6,3.1,5.0,25.0,0.0,100.0,22.0,47.0,30.0,45.0,55.85,61.47,45.31,45.33,48.42,38.03,220.0
40.0,44.88,45.1,40.15,40.1,64.73,64.5,67.92,67.8,67.0,54.06,44.85,45.13,35.61,10.35,144.3,-119.0,26.96,26.82,1.579,1.44,33.71,2.812,1.25,267.7,137.0,3.4,2.1,36.7,32.1,69.9,71.0,3.4,39.6,2.7,120.4,50.5,37.8,38.0,37.0,3.318,2.65,11.36,20.0,0.0,110.3,107.5,128.0,94.8,3.3,5.0,25.0,0.0,100.0,22.0,47.0,30.0,45.0,55.85,61.43,45.39,45.41,44.53,37.9,218.0
40.0,44.96,45.1,40.32,40.2,64.77,64.7,67.92,67.8,67.0,54.14,44.93,45.21,35.21,10.37,143.6,-118.8,26.45,26.31,1.5759999999999998,1.4380000000000002,33.65,2.764,1.272,268.2,136.8,3.4,2.5,36.7,32.1,70.3,71.5,2.5,39.6,2.7,120.9,51.7,38.3,38.0,37.0,2.862,2.312,11.36,20.0,0.0,110.5,107.5,128.5,95.1,3.3,5.0,25.0,0.0,100.0,22.0,47.0,30.0,45.0,55.93,61.43,45.47,45.49,45.27,37.83,219.1
40.0,45.0,45.1,40.4,40.2,64.77,64.8,67.92,67.8,67.0,54.18,45.02,45.29,35.4,10.43,144.0,-119.0,26.25,26.34,1.578,1.673,33.71,2.738,1.284,269.7,136.9,3.5,1.7,36.9,32.2,69.5,70.5,3.0,39.8,2.9,121.7,51.7,38.9,39.0,38.0,1.527,1.227,11.2,20.0,0.0,110.9,107.7,127.0,96.0,3.0,5.1,25.0,0.0,100.0,22.0,47.0,30.0,45.0,55.98,61.51,45.55,45.54,45.18,37.87,220.3
40.0,45.04,45.1,40.32,39.9,64.94,65.0,68.13,68.3,67.16,54.27,45.02,45.29,35.9,10.9,145.0,-120.0,27.05,26.91,1.584,1.445,34.39,2.765,1.272,269.9,137.4,3.8,1.6,36.3,31.7,69.9,71.0,3.8,39.4,2.9,121.2,51.3,39.6,39.0,38.0,3.284,2.602,11.2,20.0,0.0,111.1,108.2,129.5,96.8,3.3,5.0,25.0,0.0,100.0,22.0,47.0,30.0,48.0,56.02,61.56,45.59,45.54,47.22,38.01,219.8
40.0,44.92,44.9,40.07,40.1,65.14,65.0,68.38,68.3,67.41,54.27,44.85,45.13,36.21,10.85,147.2,-121.8,27.96,27.58,1.5959999999999999,1.219,34.4,2.858,1.23,268.8,138.5,3.8,2.0,36.5,31.7,69.9,71.0,3.2,39.4,3.1,120.4,50.5,39.8,39.0,38.0,5.403,4.244,11.2,20.0,0.0,111.3,108.2,129.0,96.3,3.5,4.8,25.0,0.0,100.0,22.0,47.0,30.0,48.0,56.02,61.6,45.43,45.45,46.68,38.3,218.4
40.0,44.88,44.9,39.99,39.9,65.14,65.1,68.42,68.3,67.41,54.27,44.81,45.09,36.6,11.29,146.9,-121.6,28.01,27.64,1.585,1.2109999999999999,34.41,2.862,1.228,268.3,137.6,3.6,1.6,36.3,31.7,70.3,71.0,3.5,39.4,2.9,120.4,49.9,39.4,39.0,38.0,4.216,3.2760000000000002,11.2,20.0,0.0,111.6,108.2,129.0,96.1,3.2,5.0,25.0,0.0,100.0,22.0,47.0,30.0,48.0,56.02,61.56,45.39,45.41,48.92,38.05,217.8
40.0,44.79,44.9,39.91,39.9,65.14,65.0,68.42,68.3,67.41,54.23,44.73,45.01,36.6,11.29,147.4,-122.0,27.86,27.49,1.577,1.205,34.36,2.8510000000000004,1.2329999999999999,268.3,136.8,3.6,1.6,36.3,31.7,69.9,71.0,3.5,39.2,2.7,120.4,49.9,40.4,39.0,38.0,3.638,2.827,11.2,20.0,0.0,111.8,108.4,129.0,96.1,3.3,5.0,25.0,0.0,100.0,22.0,47.0,30.0,48.0,56.1,61.6,45.31,45.33,49.28,37.86,218.3
40.0,44.75,44.8,39.87,39.9,65.14,65.0,68.42,68.3,67.45,54.18,44.69,45.01,36.77,10.88,148.9,-123.1,28.01,27.63,1.82,1.446,34.39,2.863,1.228,269.5,137.5,3.6,1.6,36.3,31.7,69.9,71.0,2.9,39.2,3.0,120.2,50.3,39.8,39.0,38.0,3.592,2.779,11.2,20.0,0.0,111.8,108.6,129.5,96.5,3.3,4.9,25.0,0.0,100.0,22.0,47.0,30.0,48.0,56.06,61.64,45.27,45.33,46.81,43.68,219.5
40.0,44.71,44.9,40.07,40.1,64.98,63.9,68.17,67.6,67.28,54.18,44.73,45.01,35.83,9.958,147.0,-121.2,26.63,26.73,1.588,1.683,33.41,2.803,1.255,269.4,137.7,3.4,0.1,36.7,32.1,67.7,68.0,1.7,39.4,2.7,120.7,53.0,36.3,38.0,37.0,1.078,0.8558,11.36,20.0,0.0,112.0,108.8,129.5,94.6,3.9,4.8,0.0,0.0,100.0,53.45,48.55,30.0,30.0,56.06,61.6,45.27,45.33,43.15,38.1,220.4
40.0,47.82,48.7,41.5,41.7,61.87,61.2,66.0,65.4,65.36,60.16,48.17,48.28,46.31,7.187,58.21,-19.09,35.95,37.9,0.6416,2.5989999999999998,37.51,3.37,1.043,268.9,136.5,6.7,4.1,35.0,30.5,69.5,70.5,3.6,40.1,5.1,116.9,47.6,39.7,45.0,43.0,1.079,0.6624,10.46,20.0,0.0,112.0,109.0,127.5,96.2,4.2,7.0,0.0,0.0,100.0,74.14,51.86,30.0,30.0,56.14,61.51,48.26,48.11,32.08,15.4,93.8
40.0,49.26,49.6,40.97,40.7,62.44,62.8,67.43,67.8,66.63,62.21,49.31,49.51,55.88,9.012,49.44,-2.575,47.34,47.67,1.113,1.4409999999999998,41.24,4.0360000000000005,0.8711,268.6,137.1,4.2,3.3,36.5,31.9,71.2,73.0,6.2,39.1,2.6,108.4,37.2,41.1,47.0,45.0,11.22,5.709,10.19,20.0,0.0,112.0,108.8,130.0,96.8,5.0,8.9,0.0,0.0,100.0,94.83,55.17,30.0,30.0,56.14,62.25,49.65,49.59,35.38,26.71,9.629
40.0,49.87,50.3,41.54,41.4,63.3,63.4,68.38,68.6,67.61,63.15,49.93,50.16,56.9,8.568,49.99,-1.663,47.77,48.1,1.3519999999999999,1.683,42.98,3.909,0.8996,269.1,137.7,6.0,3.6,35.4,30.9,72.5,74.5,6.6,39.4,4.2,106.5,34.2,43.6,48.0,46.0,10.9,5.4479999999999995,10.06,20.0,0.0,111.8,108.6,131.0,99.6,5.2,8.9,0.0,0.0,100.0,100.0,56.0,30.0,30.0,56.18,62.91,50.3,50.28,30.57,32.45,10.16
40.0,50.44,50.6,41.42,41.2,64.24,64.5,69.64,70.0,68.8,64.18,50.46,50.66,60.85,9.53,52.06,-0.7475,51.36,51.45,1.1079999999999999,1.203,44.77,4.033,0.8718,270.3,136.6,5.2,3.5,36.0,31.4,73.5,76.5,6.8,39.4,3.4,105.9,32.1,45.4,50.0,48.0,11.41,5.335,9.8,20.0,0.0,111.3,108.6,129.5,96.8,5.6,9.4,0.0,0.0,100.0,100.0,56.0,30.0,30.0,56.22,63.64,50.88,50.82,30.81,26.6,3.1719999999999997
40.0,50.77,51.1,41.54,43.4,65.1,65.3,70.34,66.4,69.78,64.99,50.87,51.02,58.81,6.281000000000001,53.73,-1.205,52.78,53.34,0.8798,1.443,1.6800000000000002e-45,185.6,3.1899999999999995e-47,269.4,137.3,0.0,0.0,47.1,42.4,65.6,65.1,0.0,43.6,0.0,106.1,40.9,22.7,0.0,0.0,-21.21,-10.26,23.27,26.0,0.0,110.9,108.4,110.2,67.3,1.1,7.2,0.0,0.0,100.0,100.0,56.0,30.0,30.0,56.26,64.26,51.2,51.19,18.85,21.12,1.964
40.0,53.8,55.2,52.6,54.4,59.9,58.2,60.84,58.3,60.9,59.22,54.31,54.42,10.66,0.6192,19.0,-7.72,6.906000000000001,9.824,0.6481,3.5660000000000003,1.6800000000000002e-45,24.28,2.4399999999999996e-46,272.3,137.9,0.3,1.1,54.1,50.3,59.4,56.6,0.0,54.4,0.3,106.5,47.1,5.3,0.0,0.0,-13.2,-35.23,23.27,6.0,0.0,110.5,108.4,46.2,0.0,0.1,1.0,0.0,0.0,100.0,100.0,56.0,30.0,30.0,56.26,59.22,54.32,54.05,5.02,15.55,131.5
40.0,56.01,56.8,55.75,56.3,57.65,57.1,58.18,57.4,57.95,57.42,56.15,56.27,6.013,2.63,5.992999999999999,-2.609,1.4980000000000002,2.3,0.6493,1.4509999999999998,1.6800000000000002e-45,5.268,1.1199999999999998e-45,272.1,138.1,0.4,0.0,55.7,52.2,57.3,54.1,0.0,59.4,3.5,104.9,47.6,1.9,0.0,0.0,-15.87,-75.08,23.27,6.0,0.0,109.2,108.4,48.7,0.0,0.2,0.5,0.0,0.0,100.0,100.0,56.0,30.0,30.0,56.3,57.26,56.4,56.22,63.13,15.58,216.9
40.0,56.67,56.9,56.49,56.8,57.32,57.2,57.73,57.2,57.58,57.21,56.77,56.84,6.570000000000001e-47,2.42e-47,5.88e-47,-1.73e-47,2.3e-47,3.57e-47,9.279999999999999e-48,2.1999999999999997e-47,1.6800000000000002e-45,8.099999999999999e-47,1.6800000000000002e-45,3.869999999999999e-45,3.0999999999999995e-45,0.4,0.1,56.4,52.8,57.3,54.1,0.0,67.2,11.0,103.1,45.8,1.1,0.0,0.0,0.0,0.0,23.27,6.0,0.0,108.2,107.5,48.7,0.0,0.0,0.3,0.0,0.0,100.0,100.0,56.0,30.0,0.0,56.3,56.97,56.98,56.96,5.809999999999999e-46,2.23e-46,3.0099999999999995e-45
50.0,57.12,57.2,57.1,57.4,67.64,67.6,69.36,69.7,68.39,67.66,57.91,58.03,2.77e-46,1.5600000000000001e-46,1.18e-46,2.49e-48,1.91e-48,1.0399999999999999e-46,1.46e-47,1.1699999999999999e-46,1.6800000000000002e-45,6.7e-48,1.6800000000000002e-45,3.869999999999999e-45,3.0999999999999995e-45,0.0,0.0,59.6,56.9,60.5,58.1,0.0,74.9,15.0,122.0,61.5,0.9,0.0,0.0,0.0,0.0,23.27,1.0,29.0,111.6,110.9,52.6,0.0,2.1,0.0,0.0,0.0,100.0,100.0,57.0,56.0,0.0,56.96,68.23,57.8,58.72,3.33e-46,3.5e-46,1.36e-45
50.0,60.97,62.0,60.87,61.6,63.91,62.5,64.49,62.6,64.34,63.48,61.27,61.42,6.43,1.69,9.634,-4.894,0.8718,3.6060000000000003,1.3869999999999998,4.121,1.6800000000000002e-45,3.065,1.6800000000000002e-45,270.1,216.4,0.1,0.0,61.5,59.5,61.6,59.6,0.0,76.2,14.8,119.9,58.3,0.3,0.0,0.0,-19.09,-84.45,23.27,6.0,0.0,110.1,110.1,55.6,0.0,0.5,0.4,0.0,0.0,100.0,100.0,57.0,56.0,30.0,56.1,61.76,61.44,61.3,7.165,33.29,183.5
50.0,62.03,62.3,62.06,62.0,62.11,61.7,62.56,61.7,62.04,61.96,62.05,62.2,5.044,5.832000000000001,0.8789,-1.6669999999999998,0.2342,-0.08556,1.376,1.524,1.6800000000000002e-45,0.8233,1.6800000000000002e-45,269.9,214.6,0.6,0.3,61.6,59.6,62.0,60.1,0.0,75.7,14.0,118.3,55.8,0.8,0.0,0.0,-14.22,-80.17,23.27,6.0,0.0,109.0,109.4,55.6,0.0,0.0,0.1,0.0,0.0,100.0,100.0,57.0,56.0,30.0,56.22,59.63,62.38,62.28,41.04,33.01,267.8
50.0,62.03,62.2,62.06,61.9,61.66,61.6,61.95,61.6,61.59,61.55,62.05,62.16,3.217,4.01,0.4204,-1.213,0.2337,-0.0854,1.0070000000000001,1.155,1.6800000000000002e-45,0.8218,1.6800000000000002e-45,271.2,214.2,0.5,0.0,61.4,59.3,61.6,59.6,0.0,75.4,14.0,116.4,54.6,0.8,0.0,0.0,-7.797000000000001,-68.92,23.27,15.0,0.0,107.5,108.4,120.1,58.7,0.0,0.2,0.0,0.0,100.0,100.0,57.0,56.0,30.0,55.98,59.18,62.34,62.28,30.02,24.17,269.2
49.0,61.09,60.5,58.13,57.1,63.5,65.0,66.41,68.3,65.24,63.6,60.9,60.93,32.67,13.2,18.38,1.095,26.68,24.98,0.2782,-1.415,32.89,2.852,1.2329999999999999,269.9,216.1,10.4,0.9,46.8,42.1,69.2,70.0,0.0,56.8,10.2,123.2,54.3,28.8,37.0,36.0,11.8,10.27,11.53,20.0,0.0,106.9,107.1,129.5,86.5,3.5,3.3,60.0,90.0,100.0,59.49,50.93,56.0,20.0,55.89,61.02,61.19,61.26,61.76,6.6770000000000005,-97.02
49.0,60.03,59.9,53.66,53.0,68.42,70.4,73.74,76.7,72.36,66.96,58.98,60.07,60.3,15.62,61.2,-16.53,57.1,47.69,9.833,0.42700000000000005,47.98,4.184,0.8403,272.0,215.4,7.2,2.8,45.6,40.8,79.5,85.9,5.6,52.4,6.8,116.4,36.5,44.8,55.0,53.0,36.74,17.33,9.199,20.0,0.0,107.3,106.5,134.5,93.1,6.3,7.1,60.0,90.0,100.0,56.44,50.53,56.0,20.0,55.89,66.67,69.87,64.45,34.78,43.52,60.04
49.0,59.94,60.2,51.41,50.8,73.99,76.0,81.11,84.2,79.61,71.01,58.53,60.2,79.91,16.84,96.42,-33.36,76.37,63.69,14.94,2.258,62.74,4.28,0.8215,269.3,214.8,6.6,2.0,44.3,39.5,86.9,97.8,6.1,49.1,5.0,111.3,24.4,58.3,72.0,69.0,50.29,17.9,7.52,20.0,0.0,108.2,106.9,136.5,96.4,8.2,9.3,80.0,90.0,100.0,53.39,50.12,56.0,20.0,55.85,72.32,71.88,65.68,24.54,57.82,91.41
49.0,60.6,61.1,51.08,51.1,78.86,80.4,86.88,89.0,85.42,74.33,59.06,60.89,89.77,16.34,124.1,-50.68,85.69,71.83,16.51,2.642,68.86,4.375,0.8036,268.5,216.2,7.5,0.4,43.6,38.8,89.6,103.7,4.3,48.7,5.2,112.9,23.0,65.0,80.0,77.0,54.51,17.27,6.768,20.0,0.0,109.2,107.3,139.4,100.1,8.7,10.0,75.0,90.0,100.0,50.34,49.71,56.0,20.0,55.89,76.95,72.41,66.38,18.62,65.62,113.1
49.0,61.75,62.5,51.74,51.9,82.87,84.2,91.43,93.4,89.76,76.79,60.37,62.08,94.85,18.46,143.9,-67.47,90.19,77.79,15.41,3.012,74.46,4.2589999999999995,0.8256,266.1,216.3,8.4,0.3,43.5,38.7,93.7,111.7,4.5,48.7,5.2,116.2,22.5,73.0,88.0,84.0,58.05,17.4,6.14,20.0,0.0,110.3,108.0,139.4,100.1,9.4,10.6,75.0,90.0,100.0,47.29,49.31,56.0,20.0,55.93,80.59,73.31,67.44,17.97,62.98,122.2
49.0,63.14,63.6,52.89,53.2,85.74,86.0,94.58,95.7,92.51,78.34,61.64,63.35,98.0,22.99,157.0,-81.97,92.12,78.65,15.36,1.899,78.22,4.141,0.8491,266.0,215.7,9.7,0.5,43.5,38.7,96.2,116.6,4.3,49.5,6.0,120.2,23.7,77.4,92.0,88.0,57.53,16.7,5.791,20.0,0.0,111.3,108.6,142.4,102.2,9.6,10.4,60.0,0.0,100.0,46.0,49.0,56.0,34.0,55.89,80.68,74.34,68.59,22.27,64.13,132.7
49.0,62.97,62.6,52.68,52.4,86.15,85.8,95.44,95.7,92.75,78.38,61.84,62.94,103.2,29.86,159.6,-86.22,91.88,81.79,9.779,-0.3065,80.25,4.025,0.8734,266.5,214.2,9.5,0.8,42.9,38.0,96.5,117.1,4.4,49.0,6.1,121.7,25.2,78.4,95.0,91.0,40.44,11.15,5.5329999999999995,20.0,0.0,112.2,109.0,140.9,102.2,9.7,10.2,60.0,0.0,100.0,46.0,49.0,56.0,30.0,55.81,78.02,69.1,66.13,32.27,79.14,129.9
49.0,61.91,61.7,51.58,51.4,86.19,86.0,95.77,95.9,93.0,78.14,60.98,61.96,106.6,30.82,165.3,-89.55,92.53,84.25,8.71,0.426,81.99,3.968,0.8861,267.0,214.9,8.6,0.8,42.4,37.5,96.7,117.6,4.0,48.0,5.2,121.7,25.0,79.6,98.0,94.0,32.7,8.728,5.278,20.0,0.0,113.6,109.6,141.9,103.9,9.9,10.5,75.0,0.0,100.0,46.0,49.0,56.0,34.0,55.69,78.22,68.48,65.15,32.83,62.69,130.9
49.0,61.34,61.4,50.84,50.8,86.15,86.0,95.93,96.1,93.04,77.89,60.41,61.42,108.5,32.08,167.9,-91.54,94.22,85.92,9.099,0.7947,83.27,3.978,0.8838,266.1,215.4,8.6,0.4,42.0,37.1,96.7,117.1,4.1,47.2,5.2,121.7,25.0,80.0,98.0,94.0,33.1,8.679,5.278,20.0,0.0,114.0,110.1,140.4,102.5,10.1,10.8,80.0,0.0,100.0,46.0,49.0,56.0,34.0,55.69,78.22,68.32,64.78,34.17,61.71,130.0
49.0,61.01,60.9,50.51,50.4,86.07,85.8,95.93,96.1,93.12,77.81,60.04,61.14,109.5,31.19,169.9,-91.6,94.43,85.74,9.855,1.165,83.42,3.98,0.8834,266.3,215.9,8.3,0.9,42.0,37.1,97.0,118.1,4.2,46.8,4.8,121.2,24.8,80.5,99.0,95.0,30.57,7.942,5.194,20.0,0.0,114.7,110.3,139.4,101.8,10.3,10.6,80.0,0.0,100.0,46.0,49.0,56.0,30.0,55.65,78.42,68.2,64.57,32.87,65.32,131.9
49.0,60.89,60.9,50.35,50.3,86.02,85.8,95.93,95.9,93.04,77.73,59.92,61.06,110.0,32.12,170.0,-92.1,94.71,86.03,10.21,1.531,83.69,3.9789999999999996,0.8836,266.4,215.7,8.7,2.1,41.6,36.7,98.0,120.1,5.4,46.8,5.0,121.5,23.5,83.4,99.0,95.0,30.01,7.761,5.194,20.0,0.0,115.1,110.7,140.9,103.2,10.1,10.6,80.0,0.0,100.0,46.0,49.0,56.0,30.0,55.61,78.42,68.28,64.53,33.79,65.48,131.6
49.0,60.89,61.1,50.39,50.3,86.07,85.8,95.93,96.1,93.08,77.77,59.88,61.01,108.6,31.4,168.5,-91.31,94.14,85.11,10.19,1.161,84.11,3.935,0.8935,264.2,215.2,8.9,2.4,41.5,36.6,98.5,121.1,6.2,46.8,5.2,121.7,23.0,84.2,99.0,95.0,33.31,8.725,5.194,20.0,0.0,115.6,110.9,140.4,104.5,10.1,10.6,80.0,0.0,100.0,46.0,49.0,56.0,30.0,55.61,78.42,68.28,64.53,33.02,65.34,130.7
49.0,60.84,60.9,50.31,50.3,86.11,85.8,96.05,95.9,93.16,77.77,59.84,60.97,110.1,32.02,170.3,-92.25,94.54,85.5,10.2,1.162,84.36,3.94,0.8923,265.6,215.3,8.6,2.6,41.5,36.6,98.5,121.1,6.0,46.8,5.3,121.5,23.2,85.2,100.0,96.0,29.73,7.682,5.11,20.0,0.0,115.6,111.3,139.9,102.3,9.9,10.6,80.0,0.0,100.0,46.0,49.0,56.0,30.0,55.61,78.67,68.32,64.53,33.32,64.65,132.2
49.0,60.84,60.9,50.31,50.3,86.11,86.0,96.05,95.9,93.12,77.77,59.84,60.97,110.6,32.63,170.7,-92.7,94.76,85.7,10.22,1.1640000000000001,84.73,3.932,0.8942,266.8,215.8,8.7,2.9,41.5,36.7,98.7,121.6,6.0,46.8,5.2,121.5,22.8,85.4,100.0,96.0,29.01,7.461,5.11,20.0,0.0,116.0,111.6,139.0,101.6,9.9,10.6,80.0,0.0,100.0,46.0,49.0,56.0,34.0,55.52,78.47,68.44,64.62,34.13,64.11,132.9
49.0,60.93,61.1,50.35,50.3,86.15,86.0,96.1,95.9,93.16,77.81,59.88,61.06,110.3,32.53,170.2,-92.42,94.73,85.35,10.54,1.159,85.0,3.9189999999999996,0.8972,266.0,214.9,8.7,2.6,41.6,36.7,99.0,121.1,6.5,46.8,5.2,122.0,22.7,84.4,101.0,97.0,30.38,7.836,5.026,20.0,0.0,116.0,111.6,140.4,103.2,9.9,10.8,80.0,0.0,100.0,46.0,49.0,56.0,34.0,55.52,78.38,68.77,64.86,34.15,64.76,132.6
49.0,60.93,61.1,50.35,50.3,86.19,86.0,96.18,96.1,93.2,77.81,59.88,61.06,111.1,33.09,171.2,-93.17,95.13,85.7,10.59,1.1640000000000001,85.21,3.925,0.8957,266.9,215.8,8.5,2.6,41.8,36.9,98.7,121.6,6.1,46.6,5.0,122.0,23.3,84.5,102.0,98.0,29.12,7.456,4.9430000000000005,20.0,0.0,116.2,111.8,140.4,102.8,10.1,10.8,80.0,0.0,100.0,46.0,49.0,56.0,34.0,55.52,78.34,68.61,64.74,34.8,65.72,133.3
49.0,60.89,61.1,50.31,50.1,86.15,86.0,96.22,96.2,93.24,77.85,59.88,61.01,111.4,32.91,170.2,-91.76,95.02,85.98,10.21,1.163,85.37,3.9139999999999997,0.8984,265.4,215.6,8.8,2.8,41.5,36.6,99.0,122.1,6.5,46.8,5.2,122.0,23.2,85.2,102.0,98.0,27.86,7.114,4.9430000000000005,20.0,0.0,116.2,112.0,142.4,105.0,10.2,10.8,80.0,0.0,100.0,46.0,49.0,56.0,34.0,55.44,78.22,68.56,64.74,34.67,64.05,131.4
49.0,60.84,60.9,50.27,50.1,86.15,85.8,96.22,96.1,93.2,77.81,59.8,60.97,111.4,33.35,170.2,-92.19,95.26,85.82,10.6,1.166,85.72,3.907,0.8999,265.4,216.1,8.7,2.6,41.6,36.7,98.7,121.6,6.2,46.6,5.1,122.0,23.5,85.2,102.0,98.0,29.13,7.439,4.9430000000000005,20.0,0.0,116.4,112.2,140.9,104.3,10.1,10.8,80.0,0.0,100.0,46.0,49.0,56.0,30.0,55.44,78.1,68.48,64.7,35.33,67.24,131.6
49.0,60.72,60.8,50.14,50.0,86.19,86.0,96.22,96.2,93.24,77.77,59.71,60.89,111.0,32.93,171.3,-93.19,94.93,85.9,10.57,1.53,85.83,3.889,0.9041,265.6,215.4,8.6,2.8,41.5,36.6,99.0,122.1,6.4,46.6,5.0,122.0,22.7,85.5,102.0,98.0,29.29,7.505,4.9430000000000005,20.0,0.0,116.7,112.4,141.4,104.2,10.2,10.8,80.0,0.0,100.0,46.0,49.0,56.0,34.0,55.48,78.26,68.36,64.57,34.7,67.01,132.4
49.0,60.72,60.9,50.1,50.1,86.19,86.0,96.26,96.1,93.28,77.81,59.67,60.85,112.2,33.15,172.4,-93.34,95.42,86.0,10.58,1.163,85.67,3.9160000000000004,0.8978,267.4,215.6,8.5,2.6,41.5,36.7,99.0,122.1,6.1,46.4,5.0,122.0,23.0,84.9,102.0,98.0,26.69,6.765,4.9430000000000005,20.0,0.0,116.4,112.4,141.9,104.7,10.3,10.8,80.0,0.0,100.0,46.0,49.0,56.0,34.0,55.44,78.26,68.11,64.41,34.86,68.57,134.0
50.0,60.6,60.8,49.98,50.0,86.27,87.2,96.22,96.6,93.32,77.73,59.55,60.69,110.9,32.27,173.9,-95.27,95.5,86.08,10.22,0.7962,81.85,4.103,0.857,267.7,215.8,7.4,3.3,42.4,37.5,99.7,123.6,7.1,46.4,4.2,121.7,22.0,86.1,96.0,92.0,27.54,7.059,5.4479999999999995,20.0,0.0,116.9,112.4,136.0,98.0,8.9,11.0,40.34,0.0,100.0,25.0,49.0,56.0,42.0,55.44,78.67,67.42,64.17,33.34,75.41,135.2
50.0,57.98,57.9,50.92,51.1,87.09,85.6,94.13,92.6,91.48,71.55,57.54,58.11,78.68,29.59,222.8,-173.7,63.94,60.01,5.103,1.173,60.75,3.701,0.9501,268.2,217.5,8.8,1.4,42.1,37.2,94.0,112.2,3.1,48.3,6.0,126.0,31.7,74.5,70.0,67.0,8.952,3.236,7.715,20.0,0.0,116.9,112.4,141.9,103.5,7.0,7.0,32.35,0.0,100.0,25.0,49.0,56.0,25.0,55.44,75.68,59.97,59.42,35.09,122.5,195.9
