Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
228,50,59,59.3,50.06,50.4,70.18,70,78.41,76.8,75.76,70.11,57.59,59.13,91.24,29.36,62.61,-0.736,79.94,67.28,13.82,1.158,45.41,6.19,0.568,266.1,214.6,10,0.8,40.8,35.8,77.6,82.9,1.5,47.5,6.7,107.7,30.1,47,52,50,5.712,1.781,9.553,20,0,113.8,111.1,133.5,96.8,6.8,8.5,50,0,100,80,56,56,67,55.24,62.82,69.59,64.33,92.88,63.09,-19.83
230,50,58.96,58.6,52.19,52.2,67.89,67.2,74.35,73.5,71.99,67.66,58.4,58.97,71.65,26.16,48.04,-2.55,60.57,55.59,5.039,0.0587,45.49,4.681,0.7511,265.9,214.7,10.8,1.8,41.2,36.3,75.3,79.4,3,49.3,8.1,110.7,35.4,43.1,52,50,6.525,2.59,9.553,20,0,113.3,110.9,132.5,94.9,6.7,6.6,35,0,100,80,56,56,67,55.2,60.29,60.66,60.28,123.4,120.9,-41.77
232,50,57.08,56.6,50.31,50,66.45,66.1,73.08,72.5,70.8,66.3,56.73,57.08,73.86,25.39,50.12,-1.652,61.13,57.95,3.236,0.05924,44.93,4.784,0.7349,267.3,216.7,9.2,1.6,40.8,35.9,74.1,77.5,3,47.8,7,108.8,34.9,41.6,52,50,0.1724,0.0664,9.553,20,0,113.3,110.7,132,95.3,6.4,6.6,50,0,100,80,56,56,54,55.28,60.16,58.74,58.06,124.7,77.66,-41.76
234,50,56.09,56.1,49.73,50,65.84,65.4,71.86,71.2,70.27,65.73,55.82,56.22,67.2,17.68,50.72,-1.199,57.38,54.94,3.602,1.167,42.16,4.785,0.7348,268.1,216.5,8.8,2,41,36.1,73.2,76,2.6,47.7,6.5,108.2,35,39.4,49,47,7.605,3.218,9.926,20,0,112.9,110.3,130,92.9,5.6,6.1,50,0,100,80,56,56,50,55.28,61.56,58,57.2,67.62,86.45,-22.31
236,50,56.01,56.1,49.86,50,65.51,65.3,71.32,71.1,69.86,65.44,55.82,56.22,64.5,16.2,49.03,-0.7365,55.39,53.69,3.593,1.901,41.97,4.64,0.7578,266.3,215.9,9.2,1.9,40.8,35.9,72.2,75.5,2.2,47.8,7,108.8,36.6,39.6,49,47,9.947,4.387,9.926,20,0,112.9,110.3,130.5,93.8,5.8,6.1,50,0,100,80,56,56,47,55.36,61.92,58.04,57.2,59.26,86.23,-25.36
238,50,56.01,56.1,49.82,50,65.43,65.3,71.24,70.9,69.74,65.36,55.78,56.18,64.49,16.66,48.57,-0.7364,55.99,53.92,3.61,1.54,41.96,4.691,0.7495,266.3,216.8,9.2,1.9,40.8,35.9,72.8,75.5,2.4,47.8,6.8,109,36.6,39.4,49,47,12.08,5.326,9.926,20,0,112.4,110.1,131.5,94.3,5.6,6.1,50,0,100,80,56,56,47,55.4,62.05,58,57.2,60.16,86.63,-29.34
240,50,56.01,56.1,49.82,50,65.47,65.3,71.16,70.9,69.74,65.36,55.74,56.14,63,15.72,48.47,-1.188,55.47,53.05,3.575,1.158,41.95,4.649,0.7562,265.7,214.8,9.2,1.9,40.8,35.9,72.8,75.5,3,47.8,7,109,36,39.6,48,46,15.47,6.985,10.06,20,0,112.4,110.1,131,94.4,5.5,6.1,50,0,100,80,56,56,47,55.44,62.18,57.96,57.12,55.99,85.8,-25.12
242,50,56.01,56.3,49.86,50,65.47,65.4,71.2,70.9,69.82,65.4,55.78,56.18,64.01,15.4,49.35,-0.7414,55.32,53.26,3.59,1.532,42,4.631,0.7591,268.1,215.7,9.2,1.9,40.8,35.8,72.8,75.5,3.1,47.7,6.9,108.6,36.2,39.6,49,47,11.45,5.087,9.926,20,0,112.2,109.6,130,93.3,5.5,6.3,50,0,100,80,56,56,50,55.48,62.21,58,57.16,54.94,86.17,-21.24
244,50,56.01,56.3,49.82,50,65.43,65.4,71.12,71.1,69.74,65.36,55.74,56.14,63.49,15.38,48.85,-0.7407,55.53,53.11,3.579,1.16,41.98,4.651,0.756,267.8,215.1,9.2,1.7,40.8,35.9,72.8,75.5,2.4,47.7,6.9,108.6,36.6,39.6,49,47,14,6.272,9.926,20,0,112,109.4,131,94.3,5.7,6.3,50,0,100,80,56,56,50,55.48,62.21,58,57.12,54.89,85.9,-23.38
246,50,55.97,56.3,49.82,49.8,65.43,65.4,71.16,70.9,69.78,65.4,55.74,56.14,63.67,15.32,48.64,-0.2825,55.03,52.98,3.57,1.523,41.97,4.61,0.7626,266.7,214.5,9.2,1.9,40.8,35.9,72.8,75.5,2.4,47.8,7,108.8,36.6,38.4,49,47,11.58,5.175,9.926,20,0,112,109.4,129.5,92.3,5.5,6.3,50,0,100,80,56,56,50,55.57,62.33,58,57.12,54.31,85.69,-23.82
248,50,56.01,56.1,49.77,50,65.47,65.3,71.16,70.9,69.78,65.4,55.74,56.14,63.61,15.41,48.94,-0.7421,55.64,53.23,3.562,1.154,42.01,4.656,0.7552,268.3,214,9.2,1.9,40.8,35.9,73.2,75.5,3.4,47.7,7,108.8,35.6,39.7,48,46,13.98,6.252,10.06,20,0,112,109.2,131.5,94.4,5.6,6.1,50,0,100,80,56,56,47,55.57,62.29,58,57.16,54.98,85.49,-23.51
250,50,56.01,56.1,49.86,50,65.47,65.4,71.16,70.9,69.78,65.4,55.74,56.14,63.18,15.31,48.61,-0.7371,55.66,53.22,3.611,1.17,41.98,4.662,0.7542,266.5,217,9.1,1.9,41,36.1,72.8,75.5,3.5,47.7,6.9,109,35.6,39.7,49,47,15.53,6.99,9.926,20,0,111.8,109.2,129.5,92.6,5.5,6,50,0,100,80,56,56,50,55.65,62.33,58.04,57.16,54.95,86.66,-25.26
252,50,56.01,56.3,49.86,50,65.47,65.4,71.16,71.1,69.78,65.4,55.78,56.18,63.81,15.46,49.09,-0.7444,55.51,53.44,3.602,1.537,42.04,4.642,0.7574,269.2,216.4,9.2,2.1,40.8,35.9,73.2,76,2.5,47.7,6.9,108.8,36.8,39.6,49,47,12.85,5.728,9.926,20,0,112,109.2,129,92.1,5.7,6.3,50,0,100,80,56,56,50,55.65,62.25,58.04,57.16,56.18,86.45,-23.83
254,50,56.01,56.3,49.86,50,65.47,65.3,71.16,71.1,69.82,65.44,55.78,56.14,63.28,14.88,48.68,-0.2827,55.4,53.34,3.226,1.165,41.97,4.641,0.7576,266.9,216,9,1.1,41,36.1,72.2,74.5,3,47.8,7,108.8,36.6,39.6,49,47,14.27,6.414,9.926,20,0,111.8,109,130,94.4,5.7,6,50,0,100,80,56,56,47,55.69,62.37,58.04,57.2,53.4,77.43,-25.52
256,50,56.01,56.3,49.9,50.1,65.47,65.4,71.16,70.9,69.78,65.36,55.78,56.18,63.42,15.37,49.25,-1.196,54.95,52.89,3.59,1.532,42.02,4.598,0.7646,267.5,215.7,9.3,1.3,40.8,35.9,72.2,74.5,3,47.8,7,109,36.6,40.1,49,47,12.24,5.489,9.926,20,0,111.8,109.2,131.5,94.8,5.6,6.3,50,0,100,80,56,56,50,55.69,62.25,58,57.12,56.19,86.16,-19.78
258,50,56.01,56.1,49.86,50.4,65.55,65.8,71.08,70.3,69.78,65.32,55.78,56.1,60.3,14.15,48.66,-2.511,55.74,53.67,2.875,0.801,37.01,5.296,0.6639,261.9,217.3,8.8,0.6,41.8,36.9,70.9,72.5,1.5,48.3,6.4,108.8,38.1,36.1,43,41,21,9.904,10.74,20,0,111.6,109.2,130.5,92.8,4.5,5.5,30,0,100,40,47,56,67,55.69,62.21,57.88,57.12,52.06,69.01,-26.95
260,50,54.91,54.5,50.31,50.1,65.39,65,69.81,69.4,68.06,61.8,54.68,54.87,49.45,19.54,70.04,-40.14,41.15,39.1,1.741,-0.3071,36.58,3.955,0.889,268.5,214.6,8.8,1.4,41.3,36.4,70.6,72,1.7,48.8,7.5,114.5,43.9,35.9,43,41,7.377,4.243,10.74,20,0,111.6,109.2,129,91.9,4.3,4.4,30,0,100,40,47,56,67,55.73,59.47,55.91,55.61,125.5,41.8,118.6
262,50,53.8,53.9,49.86,50.3,64.45,63.7,68.25,67,66.87,60.7,53.61,53.93,42.81,15.51,69.5,-42.2,35.25,33.57,2.837,1.156,32.81,3.777,0.9309,270,214.4,8.7,1.1,41.6,36.7,68.1,68.5,0,49,7.4,117.1,49.7,31.6,38,37,6.22,4.132,11.36,20,0,111.8,109.2,127,89.1,3.4,3.6,30,0,100,40,47,56,67,55.69,58.98,54.93,54.54,113.2,68.08,139.6
264,50,53.76,53.8,49.9,49.8,63.46,63.3,67.15,66.8,65.73,59.96,53.61,53.85,41.42,15.96,64.88,-39.42,34.85,33.52,2.126,0.7986,34.11,3.592,0.9788,269.9,216.5,8.5,1.3,41.3,36.4,68.1,68.5,1.7,48.7,7.4,120.2,51.8,31.6,39,38,11.02,7.568,11.2,20,0,112,109.2,126.1,88.7,3.5,4,30,0,100,40,47,56,60,55.57,59.14,54.89,54.46,107.2,51.02,130.4
266,50,53.47,53.4,49.86,50,63.1,62.8,66.53,66.2,65.4,59.67,53.37,53.64,38.6,12.72,64.33,-38.45,32.37,31.42,2.475,1.524,32.91,3.458,1.017,269.5,214.7,7.9,0.8,42.1,37.2,67,67,1.2,49,6.9,120.7,53.7,30.3,38,37,10.99,8.1,11.36,20,0,112.4,109.2,125.6,89.1,3.3,3.4,30,0,100,40,47,56,50,55.48,59.39,54.6,54.13,78.25,59.4,137.9
268,50,53.52,53.6,49.98,50.3,63.05,62.9,66.41,66.2,65.32,59.71,53.41,53.69,37.81,12.3,63.17,-37.66,31.7,30.74,2.48,1.528,32.79,3.399,1.034,270.4,215.1,8.7,0.8,41.6,36.7,67,67,1.5,49.1,7.3,122,55,30.4,38,37,11.28,8.481,11.36,20,0,112.7,109.4,125.6,87.2,3.3,3.5,30,0,100,40,47,56,54,55.48,59.47,54.6,54.22,74.13,59.52,138.8
270,50,53.52,53.6,49.94,50.1,63.01,62.9,66.41,66.4,65.32,59.67,53.41,53.69,38.29,12.31,63.65,-37.67,32.02,31.07,2.477,1.526,33.01,3.411,1.031,270.5,214.8,8.8,0.8,41.3,36.4,67.4,67.5,1.5,49,7.7,122.2,54.8,30.6,38,37,10.97,8.153,11.36,20,0,112.9,109.2,126.6,89.2,3.5,3.5,30,0,100,40,47,56,54,55.48,59.39,54.64,54.22,75.71,59.45,138.5
272,50,53.47,53.6,49.86,50.1,63.1,63.1,66.45,66.4,65.4,59.71,53.41,53.64,37.85,11.85,64.15,-38.15,32.26,31.67,2.102,1.519,33.09,3.427,1.026,270.7,214,8.5,1.5,41.5,36.6,67.4,68,1.6,49,7.5,122.2,54.8,31.6,38,37,13.44,10.1,11.36,20,0,113.1,109.6,126.1,88.7,3.3,3.6,30,0,100,40,47,56,54,55.52,59.59,54.6,54.17,69.97,50.44,137
274,50,53.47,53.4,49.82,50,63.1,62.9,66.45,66.2,65.4,59.71,53.37,53.64,37.67,11.8,63.84,-37.97,32.84,31.88,2.483,1.529,33.09,3.489,1.008,269.4,215.4,8.7,1.2,41.3,36.4,67.4,67.5,1.5,49,7.7,122.5,55.1,31.7,39,38,16.1,12.15,11.2,20,0,113.3,109.6,126.6,89.2,3.4,3.4,30,0,100,40,47,56,54,55.61,59.47,54.6,54.17,73.34,59.58,134.9
276,50,53.43,53.6,49.77,50,63.05,62.8,66.41,66.4,65.36,59.63,53.33,53.6,37.74,11.82,64.42,-38.51,32.76,31.8,2.476,1.525,33.05,3.484,1.009,269.9,214.9,8.8,1,41.2,36.3,67.4,67.5,1.5,49,7.7,122.5,55.1,31.1,38,37,15.54,11.71,11.36,20,0,113.6,109.8,127,89.8,3.5,3.6,30,0,100,40,47,56,50,55.57,59.47,54.6,54.13,72.7,59.44,136.7
278,50,53.43,53.6,49.82,50.1,63.05,62.9,66.41,66.2,65.36,59.63,53.33,53.6,37.67,11.8,64.3,-38.43,32.5,31.55,2.485,1.531,33.07,3.455,1.018,269.4,215.6,8.6,0.8,41.5,36.6,67,67,1.6,48.8,7.6,122.2,55.5,30.7,39,38,14.92,11.26,11.2,20,0,113.8,109.8,125.6,89.4,3.1,3.6,30,0,100,40,47,56,54,55.57,59.43,54.6,54.09,73.33,59.64,137.2
280,50,53.43,53.6,49.77,50,63.1,62.9,66.41,66.4,65.4,59.67,53.29,53.6,37.36,11.38,64.57,-38.59,32.88,31.56,2.854,1.531,33.06,3.497,1.005,270.5,215.7,8.7,1,41.3,36.4,67.4,67.5,1.6,49,7.7,122.5,54.8,30.6,38,37,17.31,13.17,11.36,20,0,113.8,109.8,127.5,89.8,3.3,3.6,30,0,100,40,47,56,54,55.61,59.67,54.6,54.09,67.21,68.5,138.3
282,50,53.43,53.4,49.82,50,63.05,62.9,66.41,66.2,65.4,59.67,53.33,53.6,37.72,11.35,64.4,-38.03,32.35,31.4,2.473,1.523,33.1,3.436,1.023,269.8,214.6,8.7,0.6,41.3,36.4,67.7,68,1.8,49,7.5,122.5,54.8,30.6,38,37,14.19,10.7,11.36,20,0,114,110.1,127,89.3,3.3,3.4,30,0,100,40,47,56,54,55.61,59.59,54.56,54.09,68.41,59.36,138.3
284,50,53.43,53.4,49.73,50,63.05,62.8,66.41,66.2,65.4,59.63,53.29,53.6,37.59,11.31,64.63,-38.35,33.46,32.12,2.872,1.541,33.09,3.555,0.9889,268.8,217,8.8,0.8,41.2,36.3,67.4,67,1.6,49,7.8,122.7,55.3,30.7,38,37,18.56,14.04,11.36,20,0,113.8,110.3,127,89.6,3.4,3.4,30,0,100,40,47,56,50,55.61,59.51,54.48,54.05,69.59,68.92,135.2
286,50,53.39,53.4,49.73,50,63.1,62.9,66.45,66.4,65.4,59.67,53.29,53.6,37.58,11.77,64.15,-38.34,32.79,31.84,2.846,1.894,33.12,3.481,1.01,268.7,215.1,8.7,1,41.3,36.4,67.4,67.5,1.9,49,7.5,122.7,54.8,30.9,38,37,16.31,12.35,11.36,20,0,114,110.1,127,89.3,3.6,3.4,30,0,100,40,47,56,54,55.61,59.79,54.4,54.05,67.44,68.32,135.3
288,44,53.35,53.3,49.73,49.8,63.05,62.6,66.41,65.9,65.4,59.67,53.25,53.56,38.51,11.59,65.73,-38.82,32.44,31.48,2.847,1.895,35.12,3.248,1.083,275.4,215.2,10,2.2,40,35,68.1,68.5,1.9,48.8,9,122.5,54.5,33.2,43,41,13.77,10.17,10.74,20,0,114.2,110.5,126.6,90.7,3.6,3.3,40,97.63,100,83.31,55.9,56,17,55.61,59.55,54.52,54.01,70.55,68.33,143.5
290,44,54.46,54.7,46.95,46.1,64.94,66.5,71.36,74.1,70.07,64.54,53.61,54.67,73.74,14.88,63.38,-4.52,67.19,59.65,9.439,1.891,54.12,4.366,0.8054,275.4,214.8,5.3,2.8,40.8,35.8,76.9,81.9,4.3,44.8,4.2,109.4,32.3,46.5,63,60,31.09,11.99,8.428,20,0,114.2,110.3,132,95.3,7.6,8.6,55,83.39,100,73.14,55.29,56,17,55.61,64.99,64.14,58.92,38.03,43.41,16.24
292,44,55.23,55.8,46.09,46.1,70.18,71.7,77.83,80.4,76.7,69.09,54.1,55.57,87.22,12.91,86.73,-12.42,82,71.87,13.13,2.997,63.15,4.566,0.77,273.4,215.2,5.7,2.5,40.4,35.4,82.9,91.8,2.6,43.9,3.5,104.9,22,56.2,74,71,44.82,14.62,7.328,20,0,114,110.3,134,97.9,8.6,9.7,55,69.15,100,62.97,54.68,56,17,55.65,70.69,65.78,60.56,20.6,60.38,46.84
294,44,56.5,57.1,46.62,46.6,75.22,77,83.44,85.6,82.19,72.08,55.29,56.76,94.42,14.41,116,-36,88.98,78.07,13.18,2.272,69.71,4.488,0.7834,275.4,216.1,6.3,3.1,40.3,35.3,88.9,102.3,5.6,43.8,3.5,107.5,18.6,67,82,79,50.61,15.25,6.586,20,0,113.6,110.5,135.5,99.2,8.6,10.5,55,54.92,100,52.8,54.07,56,17,55.73,75.15,66.44,61.67,17.81,66.36,90.05
296,44,57,57.1,47.07,46.8,80.21,81.5,88.48,90.5,87.14,73.67,55.99,57.12,94.89,15.35,154.5,-75,88.53,79.54,10.14,1.154,73.46,4.237,0.8298,275.4,214.1,6.4,1.9,40.4,35.4,92.2,108.7,4.9,44.1,3.7,111.3,19.1,73.3,87,83,51.08,15.31,6.228,20,0,113.3,110.5,138,101.9,8.6,10.3,55,40.68,100,42.63,53.46,56,17,55.77,79.24,61.93,60.28,15.69,147,133.7
298,44,56.42,56.3,46.91,46.8,84.26,85.1,92.29,94.1,90.83,73.96,55.91,56.47,90.17,16.41,189.5,-115.8,84.98,80.38,5.031,0.425,75.39,3.964,0.8871,269.7,214.4,6.4,0,40.4,35.4,94,112.2,3.2,43.9,3.6,115.6,21.7,76.8,89,85,57.16,18.03,6.052,20,0,113.6,110.5,136,100.1,9,9.5,70,0,100,35,49,56,27.03,55.85,82.48,60.17,58.23,14.79,62.18,155.3
300,44,56.05,56.1,46.7,46.4,85.21,85.1,93.68,94.3,91.65,73.39,55.42,56.18,94.37,22.65,203.3,-131.6,83.78,78.06,6.882,1.161,77.1,3.821,0.9203,267.3,215,6.3,0.2,40.3,35.3,94.5,113.2,2.7,43.9,3.6,118.1,24,77.6,91,87,39.87,12.02,5.877,20,0,113.8,110.5,138,101.9,9.2,9.5,70,0,100,35,49,56,27.23,55.85,79.49,61.52,58.84,23,61.65,164.7
302,44,55.97,56.1,46.5,46.3,85.41,85.3,94.21,94.4,91.97,73.51,55.25,56.1,98.29,25,206.2,-132.9,84.54,78.11,7.584,1.155,78.59,3.782,0.9297,268,214.2,6.3,0.1,40,35,94.5,113.2,2.6,43.6,3.6,118.8,24.3,78.1,93,89,30.24,8.751,5.704,20,0,114,110.7,138.5,102.9,9.1,9.8,70,0,100,35,49,56,27.44,55.89,79.08,61.52,58.84,25.87,67.94,166.5
304,44,55.77,56,46.21,45.9,85.53,85.3,94.54,94.8,92.14,73.47,55.05,55.94,100.3,26.76,208,-134.4,85.57,79.12,7.977,1.526,80.02,3.76,0.9351,267.4,214.9,6.1,0.2,39.8,34.8,95,114.2,2.9,43.2,3.4,119,23.8,79.2,94,90,28.13,7.975,5.618,20,0,114.2,110.7,139,103.5,9.5,10.1,75,0,100,35,49,56,27.64,55.89,78.92,61.52,58.72,27.9,68.33,165.6
306,44,55.69,55.8,45.97,45.8,85.62,85.3,94.74,95,92.22,73.47,54.88,55.81,102,28.2,209.4,-135.6,87.49,80.27,8.388,1.166,81.05,3.795,0.9264,268,216.1,6.4,0,39.8,34.6,95.3,114.7,3,43,3.5,119.5,24.2,79.6,96,92,30.22,8.43,5.448,20,0,114.2,110.7,139,103.9,9.6,9.9,75,0,100,35,49,56,27.84,55.98,78.71,61.77,58.84,29.77,68.83,165.3
308,44,55.56,55.6,45.84,45.6,85.7,85.4,94.91,95,92.34,73.47,54.84,55.73,102.4,28.54,209.9,-136,86.74,80.31,7.95,1.521,82.52,3.696,0.9514,266.9,214.2,6.2,0.3,39.4,34.5,95.5,115.2,3.4,42.9,3.5,119.5,24.2,80.7,98,94,27.3,7.578,5.278,20,0,114.5,110.3,140.4,105.7,9.8,10,75,0,100,35,49,56,31.04,55.98,78.51,61.64,58.72,30.4,65.24,164.8
310,44,55.4,55.5,45.68,45.6,85.7,85.4,94.95,95,92.3,73.43,54.68,55.57,103.5,29.62,211.1,-137.2,87.48,80.99,8.018,1.534,82.31,3.737,0.9409,268.5,216,6.2,2.2,39.4,34.5,97.2,118.6,4.9,42.5,3.1,119.9,22.7,83.8,97,93,26.03,7.154,5.363,20,0,114.5,110.5,139.9,105.4,9.6,9.9,75,0,100,35,49,56,31.24,56.02,78.42,61.52,58.6,31.72,65.79,165.5
312,44,55.32,55.3,45.6,45.4,85.66,85.4,94.91,94.8,92.3,73.39,54.6,55.53,102.5,28.87,209.5,-135.9,86.9,80.46,8.332,1.89,82.24,3.716,0.9463,265.8,214.6,6.2,2.4,39.2,34.3,97.2,118.6,4.7,42.7,3.3,119.7,22.7,84.1,97,93,27.5,7.632,5.363,20,0,114.7,110.5,139.9,101.7,9.4,9.9,75,0,100,35,49,56,31.44,56.06,78.51,61.4,58.56,30.87,70.34,163.7
314,44,55.28,55.5,45.56,45.4,85.62,85.3,94.95,94.8,92.34,73.39,54.56,55.49,104.5,29.2,212.3,-137,86.83,80.4,8.325,1.888,82.32,3.709,0.948,268.8,214.4,6.1,2.2,39.2,34.3,97,118.1,4.7,42.5,3.1,119.9,22.5,84.6,98,94,20.04,5.451,5.278,20,0,114.7,110.7,139,104,9.4,10.1,75,0,100,35,49,56,28.64,56.1,78.55,61.4,58.51,31.22,69.28,167
316,44,55.28,55.3,45.56,45.4,85.66,85.3,94.95,95,92.26,73.35,54.56,55.49,103.5,29.96,210.7,-137.2,86.85,80.42,8.327,1.889,82.29,3.711,0.9475,267.4,214.5,6,2,39.4,34.5,97,118.1,4.7,42.5,3.1,119.9,22.7,84.3,97,93,23.59,6.48,5.363,20,0,114.7,110.5,137.5,103,9.7,9.9,75,0,100,35,49,56,28.84,56.14,78.51,61.4,58.47,32.15,68.32,165.4
318,44,55.23,55.5,45.52,45.4,85.62,85.4,94.91,94.8,92.3,73.35,54.56,55.45,103.8,29.12,211.7,-137,86.86,80.79,7.961,1.889,82.52,3.701,0.95,268.1,214.5,6.2,2.2,39.4,34.3,97.2,118.6,4.9,42.5,3.3,119.7,22.5,84.3,98,94,22.97,6.294,5.278,20,0,114.7,110.7,139.4,104.3,9.5,10.1,75,0,100,35,49,56,32.04,56.14,78.47,61.44,58.51,31.3,65.33,165.8
320,44,55.19,55.3,45.52,45.3,85.57,85.3,94.91,94.8,92.26,73.35,54.56,55.41,103.7,29.43,210.2,-135.9,86.45,80.75,7.591,1.887,82.29,3.693,0.9519,266.7,214.4,6.3,2.4,39.1,34.2,97.2,118.6,4.9,42.5,3.3,119.7,22.5,84.3,97,93,21.54,5.906,5.363,20,0,114.9,110.7,138,103,9.4,9.9,75,0,100,35,49,56,29.25,56.14,78.42,61.32,58.43,31.69,63.17,164.3
322,44,55.15,55.3,45.48,45.4,85.57,85.3,94.91,94.8,92.22,73.35,54.51,55.41,103.6,29.86,209.6,-135.8,86.71,80.99,7.981,2.26,82.28,3.705,0.9489,266.5,215,6.1,2.4,39.2,34.3,97.2,118.6,4.7,42.5,3.1,119.7,22.7,83.9,97,93,22.73,6.236,5.363,20,0,114.9,110.7,137,102.2,9.4,10,75,0,100,35,49,56,29.45,56.14,78.51,61.44,58.43,32.04,63.7,163.5
324,44,55.28,55.5,45.52,45.4,85.53,85.4,94.87,95,92.22,73.31,54.51,55.49,104.5,29.64,211.7,-136.9,87.24,80.43,8.695,1.889,82.34,3.725,0.9439,268.7,214.5,6.2,2.5,39.2,34.3,97.5,119.1,5.1,42.7,3.5,119.7,22.2,83.6,97,93,21.69,5.904,5.363,20,0,114.9,110.9,139.4,104.3,9.6,9.9,75,0,100,35,49,56,32.65,56.14,78.38,62.05,58.76,31.98,63.37,166.6
326,44,55.32,55.6,45.64,45.6,85.57,85.3,94.91,94.8,92.22,73.35,54.56,55.53,103.7,29.86,209.6,-135.8,86.99,80.14,8.743,1.9,82.42,3.711,0.9474,266.5,215.7,6.2,2.2,39.4,34.5,97,118.1,4.9,42.5,3.4,119.5,22.7,84.3,97,93,23.8,6.531,5.363,20,0,114.9,110.9,138,102.9,9.4,10,75,0,100,35,49,56,29.85,56.14,78.38,61.73,58.72,32.22,69.79,164.6
328,45,55.19,53.8,45.64,45.8,86.47,88.7,95.24,97,92.26,72.53,54.19,54.87,97.42,33.09,219.4,-155.1,84.88,75.94,6.095,-2.851,71.7,4.163,0.8447,266.9,213.2,6.6,1.5,39.2,34.3,98.5,121.1,5.5,42.9,3.7,119.9,21.2,86.6,84,80,27.61,8.061,6.496,20,0,115.1,110.9,134,99.5,8.3,7.8,65,0,100,20,49,56,45,56.18,78.38,61.11,58.23,35.77,50.72,174.5
330,45,52.45,51.9,45.35,45.1,87.99,87.3,95.07,94.4,92.14,65.81,51.61,52.5,78.74,32.63,292.7,-246.6,63.31,55.79,7.945,0.4238,65.72,3.387,1.038,266.8,214.1,5.9,1.4,39.2,34.3,95.5,115.2,2.7,42.9,3.7,124.2,28.5,81.3,76,73,11.48,4.147,7.139,20,0,114.9,110.7,138,102.9,7.2,6.8,70,0,100,20,49,56,45,56.14,75.76,58.25,55.57,39.9,71.18,216
332,45,50.89,51.6,45.35,46.4,85.82,84,91.51,88.5,89.6,64.05,50.3,51.31,63.94,21.47,287.1,-244.6,49.66,44.31,9.082,3.728,49.9,3.499,1.005,269.7,215,6.3,1.4,40.1,35.1,89.9,104.2,0,44.4,4.4,124.7,35.1,68.6,57,55,-0.31,-0.1379,8.971,20,0,114.9,110.7,136.5,101,4.5,5.2,60,0,100,20,49,56,20,56.06,74.82,56.73,54.13,27.47,83.92,228.1
334,45,52.12,51.9,45.8,45.4,85.21,85.6,91.39,92.1,89.07,64.01,51.36,52.21,68.88,25.86,279.2,-236.2,56.39,49.6,7.582,0.7888,59.86,3.312,1.062,267.5,214.1,4.9,1.4,40.4,35.4,93.5,111.2,3.4,43.8,3.4,124.7,31.3,75.6,69,66,15.95,6.588,7.814,20,0,114.9,110.9,138,101.6,6.3,6.6,70,0,100,20,49,56,28,56.1,79.41,57.75,55.12,26.62,68.97,219.9
336,45,51.47,51.6,45.27,45.3,85.7,85.4,91.84,91.6,89.64,64.09,50.79,51.68,68.66,24.57,285.7,-241.6,55.49,49.41,7.977,1.892,59.06,3.303,1.064,268.4,214.9,5.3,1.6,39.8,34.8,93.2,110.7,2.9,43.4,3.4,124,30.5,74.7,68,65,12.76,5.286,7.914,20,0,115.1,110.7,138,102.1,6.2,6.3,70,0,100,20,49,56,28,56.1,77.56,57.3,54.63,27.47,71.45,222
338,45,51.3,51.2,45.07,44.9,85.62,85.4,91.71,91.6,89.56,63.89,50.58,51.47,67.92,24.01,285.8,-241.9,55.76,49.32,7.962,1.523,59.24,3.309,1.062,267.3,214.5,4.9,1.4,40,35,93,110.2,3.3,43.2,3.4,124,31,74.6,68,65,16.48,6.903,7.914,20,0,115.1,110.7,139,103.5,6.2,6.3,70,0,100,20,49,56,28,56.14,77.85,57.06,54.34,26.54,70.25,221.1
340,45,51.1,51.1,44.86,44.8,85.53,85.3,91.59,91.4,89.43,63.72,50.34,51.23,67.77,24.12,287.6,-244,55.82,49.01,7.971,1.158,59.08,3.322,1.058,268.5,214.8,4.8,1.6,40,35,93,110.2,2.8,43,3,124,31,74.9,68,65,17.08,7.167,7.914,20,0,115.3,110.7,138.5,102.6,6.1,6.3,70,0,100,20,49,56,25,56.14,77.73,56.89,54.17,26.82,70.33,222.7
342,45,51.02,51.1,44.82,44.6,85.57,85.4,91.63,91.4,89.56,63.68,50.26,51.15,67.39,23.08,287.8,-243.5,55.72,48.87,8.009,1.164,57.67,3.397,1.035,267,215.8,4.3,1.1,40.3,35.3,92.5,109.2,2.6,43,2.7,123.7,31.5,73.9,67,64,16.64,7.023,8.015,20,0,115.3,110.9,137.5,101.4,6,6.5,70,0,100,20,49,56,28,56.1,78.06,56.81,54.09,25.22,70.66,221.6
