Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.36E+04,45,47.91,48,45.02,44.9,65.63,65.3,69.81,69.7,68.27,54.27,47.72,48.16,33.15,12.25,111.2,-90.25,25.73,24.05,3.933,2.253,33.43,2.706,1.299,190.6,214.3,3.9,2.5,41,36.1,72.2,74.5,4.7,44.9,4.1,129.6,57.7,38.4,38,37,7.35,6.307,11.36,20,0,114.9,110.3,125.6,88,4.3,3.1,35,0,100,23,47,56,52,58.92,62.82,50.06,49.18,75.32,94.39,149.3
3.36E+04,45,47.91,48,45.07,45.1,65.63,65.4,69.77,69.7,68.27,54.27,47.68,48.16,32.9,11.95,111.4,-90.47,25.57,23.51,4.335,2.272,33.45,2.688,1.308,191,216.1,4.1,2.1,41,36.1,71.9,73.5,4.7,44.9,3.9,129.6,57.9,37.6,38,37,7.697,6.654,11.36,20,0,114.9,110.5,126.6,89.4,3.9,2.9,35,0,100,23,47,56,52,58.88,62.87,50.06,49.18,71.99,104,150.7
3.36E+04,45,47.91,48,45.07,44.9,65.59,65.6,69.81,69.7,68.27,54.27,47.68,48.16,33.58,12.28,111.5,-90.22,25.56,23.5,4.333,2.271,33.46,2.686,1.309,191.2,216,4.1,2.2,41,36.1,71.9,74,5,44.9,4.1,129.6,57.7,37.9,38,37,5.284,4.476,11.36,20,0,114.9,110.5,125.1,87.9,4.1,3.1,35,0,100,23,47,56,57,58.88,62.91,50.06,49.18,73.26,104,150.9
3.37E+04,45,47.91,47.8,45.07,44.9,65.63,65.6,69.81,69.4,68.31,54.27,47.68,48.16,33.21,11.94,111.7,-90.44,25.42,23.37,4.309,2.258,33.45,2.672,1.316,190.9,214.8,3.7,2.8,41.2,36.3,72.2,74.5,4.4,44.8,4,129.6,57.4,37.9,38,37,6.042,5.174,11.36,20,0,114.7,110.5,125.6,88.5,4,2.9,35,0,100,23,47,56,57,58.88,62.95,50.06,49.18,70.52,103.4,151
3.37E+04,45,47.91,48,45.07,44.9,65.63,65.6,69.81,69.8,68.31,54.31,47.72,48.16,33.22,11.95,111.4,-90.14,25.65,23.95,3.978,2.279,33.47,2.695,1.305,191,216.8,4.1,2.5,41,36.1,72.2,74.5,4.9,44.8,3.8,129.6,57.6,38.4,38,37,6.859,5.872,11.36,20,0,114.7,110.5,125.6,88.5,4.1,2.9,35,0,100,23,47,56,57,58.92,62.99,50.02,49.18,70.53,95.47,149.9
3.37E+04,45,47.91,48,45.02,44.9,65.63,65.4,69.81,69.5,68.31,54.31,47.68,48.16,33.25,11.96,111.5,-90.22,25.73,23.68,4.3,2.253,33.42,2.707,1.299,191.2,214.4,3.9,2.1,41,36.1,71.6,73.5,5,44.9,3.9,129.6,58,37.4,38,37,6.97,5.962,11.36,20,0,114.9,110.5,125.1,87.7,4.1,3.1,35,0,100,23,47,56,52,58.92,62.91,50.06,49.18,72.05,103.2,150.6
3.37E+04,45,47.91,48,45.07,44.9,65.63,65.4,69.81,69.7,68.27,54.27,47.72,48.16,33.32,12.31,111.7,-90.72,25.51,23.82,3.956,2.266,33.43,2.683,1.31,191.6,215.6,4.1,2.8,40.8,35.9,72.5,75,4.4,44.9,3.9,129.6,57.3,38.4,38,37,5.973,5.099,11.36,20,0,114.9,110.5,126.1,87.4,4.3,3.1,35,0,100,23,47,56,52,58.92,62.87,50.06,49.18,74.93,94.94,150.7
3.37E+04,45,47.91,48,45.07,45.1,65.63,65.4,69.81,69.5,68.27,54.27,47.68,48.16,33.35,12.32,111.8,-90.8,25.52,23.46,4.326,2.267,33.41,2.686,1.309,191.7,215.7,4.1,2.4,41,36.1,71.9,74,4.9,44.8,3.8,129.6,57.1,37.9,38,37,5.906,5.037,11.36,20,0,114.7,110.5,126.1,88.9,4.1,2.9,35,0,100,23,47,56,52,58.92,62.78,50.06,49.18,76.58,103.8,151.5
3.37E+04,45,47.91,48,45.07,44.9,65.63,65.4,69.81,69.7,68.27,54.27,47.68,48.16,33.33,12.31,111.8,-90.75,25.6,23.53,4.339,2.274,33.5,2.686,1.309,191.6,216.3,3.7,2.5,40.8,35.9,72.2,74.5,4.7,44.9,3.7,129.6,57.4,38.4,38,37,6.316,5.39,11.36,20,0,114.9,110.5,125.6,88.4,4.3,3.1,35,0,100,23,47,56,52,58.92,62.82,50.06,49.18,75.74,104.1,151.3
3.37E+04,45,47.91,47.8,45.07,45.1,65.63,65.6,69.81,69.5,68.27,54.27,47.68,48.12,33.34,12.32,111.8,-90.78,25.51,23.45,3.956,1.898,33.53,2.675,1.314,191.7,215.6,4.1,2.7,41,36.1,72.2,74.5,5,44.9,3.9,129.6,57.4,37.9,38,37,6.007,5.125,11.36,20,0,114.9,110.5,127,88.4,4.1,3.1,35,0,100,23,47,56,57,58.92,62.87,50.06,49.14,74.97,94.94,151.5
3.37E+04,45,47.91,47.8,45.07,45.1,65.63,65.4,69.81,69.8,68.27,54.27,47.68,48.12,33.35,12.32,111.8,-90.8,25.41,23.36,3.94,1.89,33.49,2.668,1.318,191.7,214.7,3.9,2.1,41,36.1,71.9,74,4.7,44.9,4.1,129.6,57.7,37.9,38,37,5.588,4.767,11.36,20,0,114.9,110.7,126.6,89.4,4.4,2.9,35,0,100,23,47,56,52,58.88,62.95,50.06,49.18,72.73,94.57,151.7
3.37E+04,45,47.91,47.8,45.07,44.9,65.63,65.6,69.81,69.7,68.27,54.23,47.68,48.12,33.42,12.35,112.4,-91.33,25.58,23.52,3.967,1.903,33.5,2.685,1.31,192.1,216.2,3.9,2.4,41,36.3,71.6,73.5,4.9,44.9,3.7,129.3,57.7,37.9,38,37,5.93,5.047,11.36,20,0,115.1,110.7,125.1,88.4,4.1,2.7,35,0,100,23,47,56,57,58.92,62.99,50.02,49.18,72.89,95.2,151.9
3.37E+04,45,47.91,47.8,45.07,44.9,65.63,65.4,69.85,69.7,68.23,54.23,47.68,48.12,33.69,12.98,111.9,-91.18,25.72,23.65,3.989,1.914,33.5,2.7,1.302,191.8,217.4,4.1,2.2,40.8,35.9,71.9,74,4.7,44.8,3.6,129.6,57.7,38.6,38,37,5.483,4.628,11.36,20,0,115.1,110.7,126.1,89,4.3,3.1,35,0,100,23,47,56,52,58.92,62.95,50.06,49.18,77.41,95.73,151.3
3.38E+04,45,47.91,48,45.07,44.9,65.63,65.6,69.85,69.5,68.27,54.23,47.68,48.12,33.35,12.53,111.1,-90.26,25.6,23.53,3.969,1.904,33.49,2.688,1.308,189.9,216.3,4.1,2.4,41,36.1,71.9,74,4.7,44.9,3.9,129.8,57.9,38.4,38,37,6.211,5.296,11.36,20,0,115.1,110.7,125.1,87.9,3.9,2.9,35,0,100,23,47,56,57,58.92,62.91,50.06,49.14,75.47,95.26,149.7
3.38E+04,45,47.95,47.8,45.07,45.1,65.63,65.4,69.85,69.7,68.27,54.27,47.68,48.12,33.5,12.58,111.3,-90.35,26.01,23.57,3.976,1.538,33.49,2.731,1.287,190.8,216.7,3.9,2.5,40.8,36.1,71.9,74,4.7,44.9,3.9,129.6,57.7,38.4,38,37,7.136,6.058,11.36,20,0,115.1,110.7,126.6,89.5,4.3,2.9,35,0,100,23,47,56,52,58.92,62.91,50.06,49.14,75.81,95.43,150.3
3.38E+04,45,47.91,48,45.07,44.9,65.67,65.4,69.85,69.7,68.27,54.27,47.68,48.16,32.99,12.51,110.6,-90.17,25.49,23.43,4.321,2.264,33.49,2.676,1.314,189.7,215.4,3.8,1.9,41,36.1,71.6,73.5,5.3,44.9,3.9,129.8,58.2,37.7,38,37,7.097,6.118,11.36,20,0,115.1,110.7,126.1,88.9,4.1,3.1,35,0,100,23,47,56,52,58.92,62.87,50.06,49.14,76.17,103.7,149.5
3.38E+04,45,47.91,48,45.07,44.9,65.63,65.4,69.85,69.5,68.27,54.27,47.68,48.12,33.5,12.58,111.3,-90.34,25.55,23.49,3.962,1.901,33.46,2.685,1.31,190.7,215.9,3.9,2.7,41,36.1,72.2,74.5,4.7,44.8,4,129.8,57.7,37.9,38,37,5.518,4.684,11.36,20,0,115.1,110.7,125.1,87.9,4.1,3.1,35,0,100,23,47,56,52,58.92,62.87,50.06,49.18,76.59,95.09,150.5
3.38E+04,45,47.91,48,45.07,44.9,65.63,65.6,69.81,69.7,68.27,54.27,47.68,48.16,33.36,12.32,111.9,-90.83,25.42,23.37,4.309,2.258,33.48,2.669,1.317,191.8,214.8,4,2.5,41,35.9,72.2,74.5,5,44.9,4.1,129.6,57.4,38.4,38,37,5.57,4.75,11.36,20,0,115.3,110.7,126.1,88.9,4.1,3.2,35,0,100,23,47,56,57,58.96,62.87,50.06,49.18,75.8,103.4,151.7
3.38E+04,45,47.91,48,45.07,45.1,65.63,65.6,69.81,69.5,68.27,54.23,47.68,48.16,33.25,12.28,111.8,-90.87,25.5,23.44,4.323,2.265,33.5,2.677,1.313,191.2,215.5,3.9,2.4,41,36.1,71.9,74,5,44.9,3.7,129.8,57.9,38.9,38,37,6.243,5.339,11.36,20,0,115.1,110.9,125.6,88.4,4.1,3.1,35,0,100,23,47,56,57,58.92,62.91,50.02,49.18,74.01,103.7,151.1
3.38E+04,45,47.91,48,45.02,44.9,65.63,65.6,69.85,69.7,68.31,54.27,47.68,48.12,33.3,12.18,110.9,-89.79,25.82,23.77,3.947,1.894,33.48,2.712,1.297,189.6,215.1,3.9,2.2,41,36.1,71.9,74,5,44.9,3.7,129.6,57.1,38.1,38,37,7.195,6.146,11.36,20,0,115.1,110.7,125.6,88.5,4.1,3.1,35,0,100,23,47,56,57,58.92,62.91,50.06,49.18,73.4,94.74,148.9
3.38E+04,45,47.91,47.8,45.02,45.1,65.63,65.4,69.85,69.7,68.27,54.27,47.68,48.12,33.39,12.54,110.9,-90.04,25.86,23.8,3.953,1.896,33.45,2.718,1.293,190.1,215.4,3.9,2.4,41,36.1,71.9,74,4.6,44.8,3.9,129.8,57.9,37.9,38,37,6.962,5.93,11.36,20,0,115.3,110.9,127,89.9,4.3,2.9,35,0,100,23,47,56,52,58.92,62.87,50.06,49.14,76.34,94.87,149.3
3.38E+04,45,47.86,48,45.07,44.9,65.63,65.3,69.85,69.5,68.27,54.27,47.68,48.12,33.52,12.59,111.3,-90.39,25.22,23.53,3.968,2.273,33.47,2.649,1.327,190.8,216.3,4.1,2.4,40.8,35.9,71.9,74,5.3,44.9,3.9,129.8,57.7,37.7,38,37,4.295,3.644,11.36,20,0,115.3,110.9,126.1,89,4.2,3.1,35,0,100,23,47,56,52,58.92,62.82,50.06,49.18,77.44,95.24,150.5
3.38E+04,45,47.86,48,45.07,44.9,65.63,65.4,69.85,69.5,68.23,54.23,47.68,48.12,33.45,12.89,111.1,-90.52,25.19,23.5,3.964,2.271,33.49,2.645,1.329,190.4,216,4.1,2.4,40.8,35.9,71.9,74,5,44.9,3.7,129.6,57.4,38.2,38,37,4.473,3.803,11.36,20,0,115.3,110.9,125.6,88.2,4.1,3.1,35,0,100,23,47,56,52,58.92,62.78,50.06,49.18,80.11,95.14,150.1
3.39E+04,45,47.86,48,45.07,45.1,65.59,65.3,69.81,69.7,68.23,54.23,47.64,48.12,33.38,12.54,110.8,-90,25.02,22.98,4.303,2.256,33.47,2.628,1.338,190,214.6,3.9,2.5,41,36.1,71.6,74.5,4.3,44.8,4.1,129.6,58.2,38.4,38,37,4.104,3.497,11.36,20,0,115.3,110.7,125.1,88.2,4.3,3.1,35,0,100,23,47,56,52,58.92,62.82,50.06,49.14,77.11,103.3,150.6
3.39E+04,45,47.86,48,45.02,44.9,65.59,65.6,69.81,69.7,68.23,54.23,47.64,48.08,33.29,12.5,110.6,-89.77,25.43,23.38,3.943,1.893,33.48,2.67,1.317,189.5,214.9,4.1,2.2,41.2,36.3,71.9,74,4.4,44.9,4.1,129.6,57.7,37.9,38,37,5.832,4.982,11.36,20,0,115.1,110.9,125.6,88.2,4.3,3.1,35,0,100,23,47,56,57,58.92,62.87,50.02,49.14,76.11,94.63,149.5
3.39E+04,45,47.91,48,45.07,44.9,65.63,65.4,69.81,69.7,68.23,54.23,47.64,48.12,32.8,12.44,110,-89.64,25.36,22.95,4.298,1.887,33.51,2.661,1.321,188.6,214.3,4.1,2.5,40.8,35.9,72.2,74.5,4.7,44.9,3.7,129.8,57.7,38.4,38,37,7.353,6.376,11.36,20,0,115.1,110.9,126.1,88.5,4.3,3.1,35,0,100,23,47,56,52,58.92,62.91,50.02,49.14,74.95,103.1,149.2
3.39E+04,45,47.86,47.8,45.07,44.9,65.67,65.4,69.85,69.7,68.27,54.23,47.64,48.08,33.06,12.54,111.2,-90.67,25.1,23.05,3.95,1.896,33.52,2.634,1.335,190.1,215.3,3.9,2.4,41,36.1,71.9,74.5,4.7,44.9,3.9,129.6,57.7,38.4,38,37,5.543,4.768,11.36,20,0,115.3,110.9,127,89.9,4.2,2.9,35,0,100,23,47,56,52,58.96,62.99,50.02,49.14,74.77,94.8,150.7
3.39E+04,45,47.86,47.8,45.07,45.1,65.67,65.4,69.85,69.7,68.27,54.23,47.64,48.12,32.97,12.5,110.9,-90.42,25.22,23.16,4.337,2.274,33.43,2.653,1.325,189.5,216.3,3.7,2.2,41,36.1,71.9,74,5,44.8,3.6,129.8,57.7,38.2,38,37,6.195,5.345,11.36,20,0,115.1,111.1,126.1,89,4.3,2.9,35,0,100,23,47,56,52,58.96,62.95,50.02,49.18,75.33,104.1,150
3.39E+04,45,47.86,47.8,45.02,44.9,65.67,65.6,69.85,69.8,68.31,54.27,47.64,48.12,33.06,12.21,111.2,-90.34,25.24,23.21,4.278,2.242,33.46,2.652,1.326,190.1,213.3,3.9,1.8,41,36.1,71.6,73.5,4.7,44.9,3.9,129.6,58,37.7,38,37,5.977,5.143,11.36,20,0,115.3,111.1,125.6,88.5,4.4,2.9,35,0,100,23,47,56,57,58.92,62.95,50.02,49.14,72.83,102.7,150.4
3.39E+04,45,47.91,48,45.02,44.8,65.67,65.6,69.85,69.7,68.31,54.23,47.64,48.12,33.08,12.22,111.6,-90.73,25.71,23.3,4.296,1.886,33.49,2.7,1.302,190.2,214.2,4.1,2.7,41,36.1,72.2,74.5,5,44.9,3.7,129.8,57.6,38.2,38,37,7.584,6.521,11.36,20,0,115.3,111.1,125.1,88,4.1,2.9,35,0,100,23,47,56,57,58.96,62.99,50.02,49.14,72.88,103.1,150.5
3.39E+04,45,47.86,48,45.02,44.9,65.67,65.6,69.85,69.8,68.35,54.23,47.68,48.12,33.04,11.88,111.8,-90.61,25.63,23.93,3.975,2.277,33.51,2.69,1.307,189.9,216.6,3.7,2.4,41.2,36.3,72.2,74.5,5,44.9,3.7,129.3,57.6,37.9,38,37,7.476,6.437,11.36,20,0,115.3,111.1,125.6,88.2,4.2,3.1,35,0,100,23,47,56,57,58.96,63.03,50.02,49.14,70.14,95.4,149.3
3.39E+04,45,47.91,47.8,45.02,45.1,65.67,65.4,69.89,69.7,68.31,54.27,47.64,48.12,33.46,12.57,111.5,-90.56,25.82,23.4,4.313,1.893,33.48,2.711,1.297,190.5,215.1,4.1,2.5,41,36.1,72.2,74.5,4.7,44.8,3.8,129.8,57.4,38.2,38,37,6.599,5.608,11.36,20,0,115.6,110.9,125.6,88.5,4.3,2.9,35,0,100,23,47,56,52,58.96,62.95,50.02,49.14,75.73,103.5,150.5
3.39E+04,45,47.86,48,45.02,44.9,65.67,65.4,69.89,69.7,68.31,54.27,47.68,48.12,33.51,12.59,111.6,-90.68,25.41,23.72,3.94,2.257,33.49,2.667,1.318,190.8,214.7,4.1,2.5,40.8,35.9,72.2,74.5,4.7,44.9,3.9,129.8,57.4,38.2,38,37,4.999,4.243,11.36,20,0,115.6,110.9,126.1,88,4.3,3.1,35,0,100,23,47,56,52,59,62.87,50.02,49.14,78.24,94.55,150.2
3.40E+04,45,47.91,48,45.02,44.9,65.67,65.4,69.89,69.7,68.31,54.27,47.68,48.12,33.31,12.51,111,-90.15,25.69,23.65,3.928,1.884,33.46,2.7,1.302,189.7,214,3.9,2.5,41.2,36.1,72.5,75,5,44.8,3.9,129.6,57.1,38.4,38,37,6.667,5.692,11.36,20,0,115.3,111.1,126.1,88.9,4.3,3.1,35,0,100,23,47,56,52,59,62.87,50.02,49.14,77.78,94.26,149.2
3.40E+04,45,47.86,47.8,45.02,44.9,65.67,65.4,69.85,69.7,68.31,54.27,47.64,48.12,33.16,12.25,111.5,-90.62,25.26,23.22,4.28,2.244,33.49,2.652,1.326,190.6,213.5,3.9,2.5,41,36.1,72.2,74.5,5,44.9,3.7,129.8,57.4,38.4,38,37,5.702,4.89,11.36,20,0,115.6,110.9,126.1,88.9,4.3,3.2,35,0,100,23,47,56,52,58.96,62.87,50.02,49.14,75.36,102.7,151
3.40E+04,45,47.86,48,45.07,44.9,65.67,65.6,69.85,69.7,68.31,54.23,47.68,48.12,33.01,12.2,111.4,-90.54,25.03,23.35,3.939,2.257,33.5,2.627,1.338,189.8,214.7,3.7,2.8,41.2,36.3,72.5,75,4.7,44.9,3.9,129.6,57.9,38.9,38,37,5.458,4.703,11.36,20,0,115.3,111.1,126.6,89.7,4.3,3.1,35,0,100,23,47,56,57,58.96,62.91,50.02,49.14,74.24,94.54,150
3.40E+04,45,47.86,47.8,45.02,44.9,65.67,65.6,69.89,69.8,68.31,54.23,47.64,48.12,33.44,12.56,111.7,-90.81,25.42,23.37,4.308,2.258,33.51,2.668,1.318,190.4,214.8,3.6,2.5,41.2,36.3,72.2,74.5,5,44.9,3.7,129.8,57.4,38.4,38,37,5.325,4.529,11.36,20,0,115.6,111.1,126.1,88.9,4.4,3,35,0,100,23,47,56,57,58.96,62.99,49.98,49.14,74.89,103.4,150.5
3.40E+04,45,47.86,48,45.02,44.9,65.67,65.4,69.89,69.7,68.35,54.18,47.64,48.12,33.43,12.23,112.3,-91.13,25.36,23.31,4.297,2.253,33.52,2.66,1.322,190.3,214.3,3.9,2.5,41,36.1,72.2,74.5,4.7,44.9,3.9,129.6,57.6,38.6,38,37,5.126,4.361,11.36,20,0,115.6,111.1,124.6,87.9,4.1,3.1,35,0,100,23,47,56,52,58.96,63.03,50.02,49.1,72.21,103.1,150.8
3.40E+04,45,47.82,48,45.02,44.9,65.67,65.3,69.89,69.8,68.31,54.18,47.64,48.12,33.41,12.55,111.9,-91.07,25.17,23.47,4.327,2.635,33.45,2.645,1.329,190.2,215.8,3.9,2.1,41.2,36.3,71.9,74,5,45.1,4.1,129.6,57.9,37.7,38,37,4.449,3.787,11.36,20,0,115.6,111.1,126.1,88.9,4.5,3.1,35,0,100,23,47,56,52,59,62.95,50.02,49.14,76.4,103.8,150.3
3.40E+04,45,47.86,48,45.02,44.9,65.67,65.6,69.89,69.5,68.31,54.23,47.64,48.08,33.5,12.58,111.9,-90.98,25.37,23.32,3.934,1.888,33.48,2.664,1.32,190.7,214.4,3.6,2.2,41,36.3,72.2,74.5,5,44.9,3.6,129.6,57.4,37.7,38,37,4.893,4.154,11.36,20,0,115.6,111.3,126.1,89,3.9,3.2,35,0,100,23,47,56,57,58.96,62.91,49.98,49.14,76.59,94.41,151
3.40E+04,45,47.86,47.8,45.02,44.8,65.67,65.4,69.89,69.7,68.31,54.23,47.64,48.08,33.22,12.48,111,-90.23,25.49,23.44,3.953,1.898,33.49,2.676,1.314,189.1,215.4,3.9,2.8,41,36.1,72.5,75,4.9,44.9,3.9,129.6,57.1,38.2,38,37,6.309,5.401,11.36,20,0,115.6,111.1,125.6,88.4,4.3,2.9,35,0,100,23,47,56,52,58.96,62.91,49.98,49.14,75.96,94.87,149.2
3.40E+04,45,47.86,47.8,44.98,44.9,65.67,65.6,69.89,69.7,68.31,54.18,47.64,48.08,33.3,12.51,111.6,-90.77,26,23.94,3.975,1.908,33.51,2.728,1.289,189.6,216.6,3.9,2.2,41,36.1,71.9,74,5,44.9,3.9,129.6,57.4,38.4,38,37,7.855,6.709,11.36,20,0,115.6,111.3,126.1,89,4.3,2.9,35,0,100,23,47,56,57,59,62.91,50.02,49.14,76.94,95.41,148.9
3.40E+04,45,47.86,48,45.07,44.9,65.67,65.4,69.93,69.7,68.31,54.18,47.59,48.08,33.53,12.8,111.3,-90.52,25.18,22.75,4.331,1.902,33.51,2.642,1.331,189.1,215.9,3.7,2.2,41.2,36.3,72.5,74,5.3,44.8,3.7,129.8,57.3,37.9,38,37,4.136,3.508,11.36,20,0,115.6,111.3,126.6,89.9,4.3,3.1,35,0,100,23,47,56,52,59,62.91,50.02,49.14,78.71,103.9,150.4
3.41E+04,45,47.86,47.8,45.02,44.8,65.67,65.6,69.89,69.7,68.31,54.18,47.64,48.08,33.38,12.54,111.8,-90.97,25.63,23.56,3.974,1.908,33.51,2.689,1.308,190,216.6,3.9,2.2,41,36.1,71.9,74,5,44.9,3.7,129.8,57.7,37.9,38,37,6.276,5.348,11.36,20,0,115.7,111.1,126.1,88.9,4.3,2.9,35,0,100,23,47,56,57,58.96,62.91,49.98,49.14,76.31,95.38,150
3.41E+04,45,47.86,47.8,45.02,44.9,65.72,65.4,69.89,69.7,68.31,54.18,47.64,48.08,32.98,12.51,111.6,-91.1,25.47,23.42,3.949,1.896,33.5,2.673,1.315,189.6,215.2,3.7,2.5,41,36.1,72.2,74.5,4.7,44.9,3.7,129.8,57.4,37.9,38,37,7.082,6.107,11.36,20,0,115.6,111.3,125.6,88.4,4.3,2.9,35,0,100,23,47,56,52,58.96,62.87,49.98,49.14,76.95,94.79,149.8
3.41E+04,45,47.86,48,45.02,44.9,65.72,65.6,69.89,69.7,68.31,54.18,47.64,48.08,33.16,12.58,112.2,-91.6,25.45,23.4,3.946,1.894,33.49,2.672,1.316,190.6,215.1,3.9,2.5,41,36.1,72.2,74.5,4.9,44.8,3.9,129.8,57.6,38.2,38,37,6.372,5.465,11.36,20,0,115.6,111.3,126.1,89.4,4.1,3.1,90,100,100,65,51,56,20,58.96,62.87,50.02,49.1,77.36,94.71,150.9
3.41E+04,39,47.86,48,45.02,44.9,65.63,65.4,69.89,69.7,68.31,54.18,47.64,48.08,34.44,12.81,114.3,-92.64,25.66,23.59,3.979,1.91,33.43,2.699,1.303,194.2,216.9,3.9,1.9,41,36.1,71.6,73.5,4.4,44.9,3.9,129.6,58.2,37.9,38,37,2.572,2.124,11.36,20,0,115.7,111.3,124.6,87.7,4.3,3.1,60,99.49,100,64.66,50.95,56,20,58.96,62.87,49.98,49.14,78.8,95.51,154.1
3.41E+04,39,47.86,47.8,45.02,44.9,65.63,64.7,69.89,69.4,68.31,54.23,47.64,48.08,35.2,13.09,116.5,-94.35,25.51,23.45,3.956,1.899,35.89,2.499,1.407,198.5,215.6,4.7,3.1,40.1,35.1,72.5,75,5,44.9,5.4,129.6,57.4,40.2,44,42,1.819,1.47,10.6,20,0,115.7,111.1,125.6,89.7,5,3,60,98.98,100,64.32,50.9,56,20,59,62.91,50.47,49.1,80.54,69.35,158.5
3.41E+04,39,47.86,48.3,45.02,44.6,65.35,63.4,69.81,69.4,68.35,54.47,47.68,48.2,36.99,12.11,115.1,-90.17,25.47,23.78,4.684,2.997,37.45,2.39,1.471,199,215.2,4.3,3.3,40.1,35.1,72.2,75,4.9,44.6,4.5,129.6,57.4,39.7,44,41,-3.056,-2.35,10.74,20,0,115.6,111.3,126.6,90.8,5.9,3.9,60,98.47,100,63.98,50.85,56,20,59,63.03,52.19,49.34,72.21,39.54,157.9
3.41E+04,39,48.03,49.1,44.9,44.3,64.94,62.9,69.77,69.2,68.43,55.29,47.96,48.57,39.02,10.81,106.2,-77.95,28.05,27.46,5.42,4.834,41.48,2.377,1.479,193.9,215.3,4.8,4.3,39.4,34.5,73.5,76.5,6.6,44.4,4.9,129.3,55.5,42.4,46,44,2.883,2.101,10.32,20,0,115.6,111.3,125.6,90,6.4,4.8,60,97.97,100,63.64,50.8,56,20,59,63.32,54.07,50.24,60.17,34,143.8
3.41E+04,39,48.32,50.3,44.78,44.4,64.45,62.6,69.73,69.4,68.59,56.6,48.25,48.94,42.16,9.045,95.76,-62.64,31.79,31.21,6.169,5.582,41.69,2.682,1.311,191.6,215.8,5.4,4.9,39.2,34.3,74.4,78,7.4,44.1,4.9,128.2,53.8,43.7,49,47,5.25,3.542,9.926,20,0,115.6,111.3,127.5,92,6.8,5.7,60,97.46,100,63.31,50.75,56,20,59,63.73,55.99,51.19,45.98,30.79,129.2
3.41E+04,39,48.77,50.6,44.74,44.6,64.04,62.8,69.77,70.1,68.63,57.67,48.66,49.47,45.56,9.007,87.21,-50.66,36,35.05,7.231,6.282,43.01,2.943,1.195,190.8,214.5,5.1,4.1,39.5,34.6,74.4,78,7.6,44.1,4.7,127.1,52.7,43.5,50,48,9.398,5.867,9.8,20,0,115.7,111.3,126.1,90.3,7.7,6,60,96.95,100,62.97,50.69,56,20,58.96,64.13,58.25,52.46,41.8,29.97,114.1
3.41E+04,39,49.17,50.9,44.74,44.8,63.79,62.8,69.85,70.6,68.76,58.65,48.9,49.88,48.31,8.708,80.63,-41.02,39.48,37.08,8.655,6.253,46.34,2.996,1.174,191.4,213.6,5.4,5.1,39.2,34.3,75.7,79.9,9.3,43.9,4.7,125.7,50.3,45.9,52,50,15.28,8.993,9.553,20,0,115.7,111.1,129,94,7.8,6.3,60,96.44,100,62.63,50.64,56,20,59,64.5,60.01,53.72,38.01,33.07,103.4
3.42E+04,39,49.58,51.2,44.74,44.6,63.63,63.1,70.18,71.2,68.92,59.43,49.15,50.29,52.11,9.99,75.55,-33.43,43.56,39.66,10.22,6.316,46.79,3.274,1.074,190.9,215.7,5.2,5.4,39.2,34.3,76.6,81.4,9.9,43.6,4.4,124.7,47.6,46.9,54,52,16.74,9.139,9.315,20,0,115.7,111.3,153.1,92.4,8.1,6.6,60,95.93,100,62.29,50.59,56,20,58.96,64.91,61.24,54.71,40.3,37.56,90.7
3.42E+04,39,49.99,51.7,44.74,44.6,63.59,63.6,70.5,72,69.13,59.96,49.44,50.66,55.28,11.02,73.26,-29,47.17,42.17,10.93,5.939,47.68,3.478,1.011,191.8,215.4,4.8,4.9,39.8,34.8,76.9,81.9,10.1,43.4,4,123,46.1,47.4,54,52,19.14,9.849,9.315,20,0,115.7,111.6,127.5,92.2,8.4,7.1,60,95.42,100,61.95,50.54,56,20,58.96,65.28,62.46,55.65,41.85,38.51,81.39
3.42E+04,39,50.36,51.9,44.74,44.6,63.59,63.7,70.91,72.7,69.37,60.45,49.64,50.98,58.51,12.32,71.25,-25.05,50.72,44.23,12.1,5.599,50.6,3.524,0.9976,191.7,216.5,5.3,5.9,39.2,34.3,78.6,84.4,11.4,43.4,4.3,121.2,42.3,49.4,56,54,23.22,11.28,9.084,20,0,115.6,111.6,127.5,92.4,8.8,7.5,60,94.92,100,61.61,50.49,56,20,59,65.57,63.41,56.55,45.04,42.35,72.69
3.42E+04,39,50.73,52,44.7,44.4,63.71,64.4,71.36,73.1,69.82,60.9,49.76,51.19,61.39,12.37,71.56,-22.53,54.2,45.52,12.78,4.105,50.69,3.759,0.9352,192.5,215.6,5.3,6.4,39.1,34.2,78.9,84.9,11.4,43.2,4.1,119.5,40.6,51.7,58,56,25.4,11.77,8.86,20,0,115.7,111.3,128,92.7,8.7,7.6,60,94.41,100,61.27,50.44,56,20,58.96,65.94,64.06,57.12,42.58,44.22,70.04
