Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.12E+04,44,50.73,50.9,44.37,44.1,65.31,65.1,75.17,74.9,72.93,63.27,50.58,50.98,68.54,15.55,67.1,-14.11,56.91,55.6,3.574,2.257,48.35,4.138,0.8496,166.7,214.7,5.7,5.2,38.9,34,80.1,86.9,10.4,42.5,3.8,110.9,30.6,51.9,55,53,7.486,3.107,9.199,20,0,112.4,109.2,129,94.3,9.6,6.6,30.75,0,100,65,44,56,48,58.88,65.9,52.55,51.8,53.21,85.78,28.59
3.13E+04,44,50.77,50.9,44.37,44.3,65.31,65.1,75.17,75,72.97,63.27,50.58,50.98,68.6,15.28,67.44,-14.13,57.3,55.62,3.576,1.892,48.37,4.166,0.844,166.9,214.8,5.7,4.8,38.6,33.8,79.8,86.4,9.8,42.7,3.8,110.9,31.1,52.6,55,53,8.666,3.593,9.199,20,0,112.4,109.2,129.5,94.4,9.9,6.6,30.89,0,100,65,44,56,48,58.84,65.94,52.6,51.84,51.68,85.82,29.25
3.13E+04,44,50.77,50.9,44.37,44.3,65.35,65.3,75.21,75,72.97,63.32,50.58,51.02,68.67,15.58,67.23,-14.14,57.4,55.71,3.949,2.262,48.4,4.17,0.8432,167.1,215.2,5.4,4.8,38.9,34,79.8,86.4,10.1,42.5,3.6,110.9,31.1,52.4,55,53,8.763,3.629,9.199,20,0,112.4,109.2,127.5,92.5,9.7,6.6,31.03,0,100,65,44,56,52,58.84,65.98,52.64,51.88,52.4,94.77,28.63
3.13E+04,44,50.77,50.9,44.37,44.1,65.35,65.3,75.25,75.2,73.02,63.32,50.58,51.02,68.42,15.46,66.99,-14.03,57.4,55.72,3.949,2.262,48.43,4.168,0.8437,165.8,215.2,5.7,4.8,38.6,33.8,80.1,86.9,10.3,42.7,4.1,110.9,30.8,52.6,55,53,9.688,4.027,9.199,20,0,112.7,109.2,128,93,9.9,6.6,31.17,0,100,65,44,56,52,58.88,65.98,52.64,51.88,52.29,94.78,27.9
3.13E+04,44,50.77,50.9,44.37,44.3,65.39,65.3,75.25,75,73.02,63.36,50.62,51.02,68.69,15.58,67.25,-14.15,57.57,56.24,3.592,2.269,48.48,4.175,0.8421,167.1,215.8,5.4,4.8,38.9,34,79.8,86.4,10.4,42.7,3.8,110.9,31.1,52.6,55,53,9.369,3.879,9.199,20,0,112.4,109.2,131,96.3,9.7,6.5,31.31,0,100,65,44,56,52,58.88,65.94,52.68,51.92,53.02,86.21,27.35
3.13E+04,44,50.81,51.1,44.37,44.3,65.39,65.3,75.3,75,73.06,63.36,50.62,51.02,68.87,15.56,67.43,-14.12,57.35,55.67,3.556,1.881,48.46,4.16,0.8451,166.8,213.6,5.7,5.1,38.6,33.8,80.1,86.9,10,42.7,3.8,110.9,31.1,52.6,55,53,7.954,3.285,9.199,20,0,112.2,109.2,128.5,93.8,9.9,6.8,31.45,0,100,65,44,56,52,58.88,65.81,52.68,51.92,53.88,85.34,29.1
3.13E+04,44,50.81,50.8,44.37,44.3,65.39,65,75.34,75,73.02,63.36,50.58,51.02,69.15,16.13,67.14,-14.12,58.05,55.98,3.968,1.904,48.49,4.209,0.8353,166.8,216.2,5.7,4.6,38.6,33.8,79.8,86.4,10.1,42.5,3.6,110.9,31.1,52.4,55,53,9.45,3.887,9.199,20,0,112.4,109,128.5,93.2,10.1,6.5,31.59,0,100,65,44,56,48,58.88,65.65,52.72,51.92,57.2,95.24,27.73
3.13E+04,44,50.77,50.9,44.37,44.3,65.35,65,75.3,74.9,72.93,63.32,50.58,51.02,69.17,16.42,66.88,-14.13,57.54,55.85,3.959,2.268,48.44,4.176,0.8419,166.9,215.7,5.2,4.9,38.9,34,79.8,86.4,10.1,42.5,3.9,110.9,31.1,52.4,55,53,7.561,3.109,9.199,20,0,112.2,109.2,130,95,9.9,6.6,31.73,0,100,65,44,56,48,58.88,65.53,52.72,51.92,59.3,95.01,27.52
3.13E+04,44,50.81,50.8,44.37,44.1,65.35,65,75.3,75,72.93,63.27,50.58,51.02,68.8,16.33,66.81,-14.34,57.69,55.64,3.944,1.892,48.44,4.188,0.8396,166,214.9,5.4,4.5,38.9,34,79.5,85.9,10.3,42.5,3.6,110.9,30.6,52.1,55,53,9.368,3.873,9.199,20,0,112.2,109.2,129.5,94.5,9.9,6.5,31.87,0,100,65,44,56,48,58.88,65.49,52.72,51.92,59.35,94.65,27.75
3.13E+04,44,50.77,50.8,44.37,44.1,65.35,65.1,75.3,74.9,72.93,63.27,50.58,51.02,69.43,16.48,67.42,-14.47,57.46,55.77,3.953,2.264,48.46,4.169,0.8434,167.5,215.4,5.7,5.2,38.9,33.8,79.8,86.4,10.1,42.5,3.9,110.9,30.9,52.9,55,53,6.369,2.609,9.199,20,0,112.4,109.2,128.5,93.4,9.8,6.5,32.01,0,100,65,44,56,48,58.88,65.49,52.72,51.92,59.89,94.87,28.94
3.13E+04,44,50.81,50.9,44.37,44.3,65.35,65.3,75.3,74.9,72.97,63.27,50.58,51.02,68.35,15.94,66.65,-14.24,58.28,56.21,3.984,1.912,48.4,4.234,0.8305,164.9,217.1,5.4,5.2,38.9,34,80.1,86.9,10,42.5,3.6,110.9,30.6,52.6,55,53,13.01,5.414,9.199,20,0,112.4,109.2,129,93.9,9.8,6.8,32.15,0,100,65,44,56,52,58.88,65.57,52.72,51.92,57.23,95.62,25.82
3.14E+04,44,50.81,50.9,44.37,44.1,65.35,65.3,75.25,75,72.97,63.32,50.58,50.98,68.75,15.82,67.03,-14.1,57.81,55.76,3.584,1.529,48.48,4.193,0.8385,166.6,215.3,5.4,4.5,38.9,34,79.5,85.9,9.8,42.5,3.9,110.7,31.4,52.9,55,53,10.01,4.143,9.199,20,0,112.2,109,129.5,94.2,9.7,6.6,32.29,0,100,65,44,56,52,58.88,65.65,52.72,51.96,56.09,86.03,28.02
3.14E+04,44,50.81,50.9,44.37,44.3,65.39,65.3,75.3,75,73.02,63.32,50.58,51.02,68.99,15.87,67.55,-14.43,57.87,55.81,3.956,1.898,48.46,4.198,0.8375,167.1,215.6,5.4,4.8,38.9,34,79.8,86.4,10,42.7,3.8,110.7,31.1,52.9,55,53,9.37,3.863,9.199,20,0,112.4,109,129,93.8,9.9,6.5,32.43,0,100,65,44,56,52,58.88,65.69,52.76,51.96,55.95,94.95,29.04
3.14E+04,44,50.81,50.9,44.37,44.3,65.35,65.3,75.3,75,72.97,63.32,50.62,50.98,69.18,16.13,67.17,-14.13,57.99,56.3,3.227,1.534,48.48,4.206,0.8359,166.9,216,5.4,5.1,38.9,34,80.1,86.9,9.7,42.5,3.9,110.9,30.8,52.9,55,53,9.161,3.767,9.199,20,0,112.2,109,128.5,93.5,9.9,6.8,32.57,0,100,65,44,56,52,58.92,65.69,52.76,51.96,57.22,77.45,27.01
3.14E+04,44,50.81,50.9,44.37,44.3,65.39,65.1,75.34,75,73.02,63.32,50.62,50.98,69.1,16.12,67.38,-14.4,57.95,56.25,3.225,1.532,48.43,4.207,0.8358,166.7,215.8,5.4,4.8,38.9,34,79.8,86.4,10,42.7,3.8,110.9,31.1,52.4,55,53,9.218,3.794,9.199,20,0,112,109,129.5,94.5,9.7,6.6,32.71,0,100,65,44,56,48,58.92,65.65,52.76,51.96,57.5,77.39,27.53
3.14E+04,44,50.81,50.8,44.37,44.1,65.35,65.1,75.34,75,72.97,63.32,50.62,51.02,69.73,16.48,67.43,-14.18,58.13,56.43,3.604,1.907,48.42,4.221,0.8331,167.5,216.5,5.5,4.8,38.6,33.8,79.8,86.4,10,42.7,4.1,110.7,30.9,52.6,55,53,7.636,3.115,9.199,20,0,112.2,109,128.5,94,9.9,6.7,32.85,0,100,65,44,56,48,58.92,65.53,52.76,51.96,59.9,86.5,27.33
3.14E+04,44,50.81,50.9,44.37,44.3,65.35,65.1,75.3,75,72.97,63.32,50.58,51.02,69.17,16.13,67.16,-14.13,57.51,55.47,3.931,1.886,48.4,4.178,0.8415,166.9,214.2,5.4,4.8,38.6,33.8,79.8,86.4,10,42.7,3.8,110.9,30.9,52.6,55,53,7.4,3.043,9.199,20,0,112.2,108.8,129.5,94.5,9.9,6.6,32.99,0,100,65,44,56,48,58.88,65.53,52.76,51.96,58.27,94.35,29.07
3.14E+04,44,50.81,50.9,44.37,44.1,65.31,65.1,75.3,75,72.97,63.27,50.62,51.02,69.54,16.15,67.53,-14.15,57.52,55.84,3.566,1.887,48.48,4.172,0.8428,167.1,214.3,5.7,4.8,38.6,33.8,79.8,86.4,10.1,42.7,4.1,110.7,31.1,52.4,55,53,6.219,2.543,9.199,20,0,112,109,128.5,94,9.9,6.6,33.13,0,100,65,44,56,48,58.92,65.53,52.8,51.96,58.7,85.59,28.93
3.14E+04,44,50.81,50.8,44.37,44.3,65.35,65.1,75.25,75,72.93,63.27,50.58,50.98,68.48,16.04,66.77,-14.33,57.95,55.89,3.593,1.532,48.49,4.202,0.8367,165.9,215.8,5.7,4.5,38.6,33.8,79.5,85.9,10.1,42.7,4.1,110.7,31.4,52.1,55,53,11.45,4.755,9.199,20,0,112.2,109,128.5,93.2,9.7,6.6,33.27,0,100,65,44,56,48,58.92,65.61,52.76,52,57.57,86.23,27.04
3.14E+04,44,50.81,50.9,44.37,44.3,65.35,65.3,75.25,74.9,73.02,63.32,50.58,51.02,69.07,15.61,67.62,-14.16,57.72,55.67,3.946,1.893,48.46,4.187,0.8396,167.3,215,5.4,4.9,38.6,33.8,79.8,86.4,10.3,42.5,3.6,110.7,31.1,51.9,55,53,8.578,3.533,9.199,20,0,112,109,129,93.9,9.8,6.6,33.41,0,100,65,44,56,52,58.92,65.69,52.8,51.96,55.34,94.7,29.58
3.14E+04,44,50.81,50.9,44.37,44.3,65.35,65.1,75.3,75.2,73.02,63.36,50.58,51.02,69.4,15.9,67.38,-13.89,57.72,55.67,3.946,1.893,48.45,4.188,0.8395,167.4,215,5.4,4.9,38.9,34,80.1,86.9,10,42.7,4.1,110.9,30.6,52.9,55,53,7.396,3.031,9.199,20,0,112,108.8,129,93.3,9.9,6.6,33.55,0,100,65,44,56,48,58.92,65.77,52.8,51.96,55.71,94.69,29.11
3.15E+04,44,50.81,50.9,44.37,44.4,65.39,65.3,75.3,75,73.06,63.4,50.62,51.02,68.92,15.57,67.2,-13.85,57.95,56.26,3.593,1.901,48.46,4.204,0.8362,167,215.9,5.4,5.1,38.9,34,80.1,86.9,10.4,42.7,3.8,110.9,30.8,52.9,55,53,9.885,4.079,9.199,20,0,112,109,130.5,95.8,9.9,6.6,33.69,0,100,65,44,56,52,58.92,65.81,52.8,52,54.24,86.23,27.19
3.15E+04,44,50.85,50.9,44.37,44.3,65.39,65.3,75.3,75,73.06,63.4,50.62,51.02,69.14,15.62,67.41,-13.89,58.28,56.22,3.591,1.532,48.47,4.227,0.8317,167.5,215.7,5.7,5.1,38.6,33.8,80.1,86.9,10.3,42.7,4.1,110.7,30.8,52.4,55,53,10.28,4.228,9.199,20,0,112,109,129,94,9.7,6.6,33.83,0,100,65,44,56,52,58.92,65.77,52.8,52,54.74,86.17,27.81
3.15E+04,44,50.81,50.9,44.37,44.1,65.39,65.3,75.3,75,73.06,63.36,50.62,51.02,68.39,15.45,66.97,-14.03,57.78,56.09,3.583,1.895,48.46,4.192,0.8388,165.7,215.2,5.7,4.5,38.6,33.8,79.5,85.9,10.1,42.7,4.1,110.9,31.2,52.6,55,53,11.16,4.639,9.199,20,0,112.2,109,129,93.7,9.7,6.6,33.97,0,100,65,44,56,52,58.92,65.73,52.84,52.05,54.47,85.98,26.9
3.15E+04,44,50.81,50.9,44.41,44.4,65.39,65.3,75.34,75,73.06,63.36,50.62,51.02,69.43,15.91,67.7,-14.18,57.64,55.94,3.596,1.903,48.52,4.177,0.8418,167.5,216.1,5.4,4.8,38.9,34,79.8,86.4,10.4,42.7,3.8,110.9,31.1,52.9,55,53,7.045,2.886,9.199,20,0,112.2,109,130,95,9.9,6.6,34.11,0,100,65,44,56,52,58.92,65.69,52.84,52,56.41,86.31,29.1
3.15E+04,44,50.81,50.9,44.37,44.3,65.39,65.1,75.34,75,73.02,63.36,50.62,51.02,69.03,16.1,67.03,-14.1,57.89,56.2,3.589,1.899,48.49,4.198,0.8376,166.5,215.6,5.7,5.1,38.6,33.8,80.1,86.9,10,42.7,3.9,110.7,30.6,53.1,55,53,9.316,3.838,9.199,20,0,112,109,128.5,93.5,9.7,6.6,34.25,0,100,65,44,56,48,58.92,65.65,52.8,52,57.45,86.14,26.91
3.15E+04,44,50.85,50.9,44.41,44.1,65.39,65.1,75.34,75,72.97,63.32,50.58,51.02,69.24,16.43,67.23,-14.43,58.09,55.65,3.971,1.537,48.53,4.208,0.8355,167,216.4,5.4,4.8,38.9,34,79.8,86.4,10,42.7,3.8,110.9,30.9,52.6,55,53,9.335,3.835,9.199,20,0,112,109,129.5,94.2,10,6.6,34.39,0,100,65,44,56,48,58.92,65.57,52.8,52,59.35,95.3,28.76
3.15E+04,44,50.85,50.9,44.41,44.3,65.39,65.1,75.3,74.9,72.93,63.32,50.58,51.02,69.07,16.46,67.06,-14.45,57.64,55.23,3.94,1.525,48.46,4.182,0.8407,167.3,214.7,5.7,4.9,38.6,33.8,79.8,86.4,10,42.7,4.1,110.9,31.1,52.4,55,53,8.28,3.409,9.199,20,0,112,109,129,94,9.8,6.6,34.53,0,100,65,44,56,48,58.92,65.53,52.8,52,59.83,94.57,29.52
3.15E+04,44,50.85,50.9,44.41,44.3,65.39,65.3,75.34,75,72.97,63.32,50.62,51.02,68.66,16.3,66.67,-14.31,57.89,55.83,3.589,1.531,48.44,4.202,0.8367,165.7,215.6,5.8,5.1,38.6,33.8,79.5,85.9,9.7,42.5,3.9,110.9,31.2,52.9,55,53,10.56,4.376,9.199,20,0,112,108.8,128.5,93.7,9.7,6.5,34.66,0,100,65,44,56,52,58.96,65.57,52.84,52,59.23,86.15,26.93
3.15E+04,44,50.85,51.1,44.41,44.3,65.39,65.1,75.3,75,73.02,63.36,50.62,51.02,68.95,15.86,67.22,-14.14,57.6,55.55,3.571,1.524,48.46,4.179,0.8414,167,214.6,5.7,4.8,38.6,33.8,79.8,86.4,10,42.7,3.8,110.7,30.9,52.4,55,53,8.577,3.538,9.199,20,0,112,109,129,94.3,9.7,6.8,34.8,0,100,65,44,56,48,58.96,65.65,52.84,52.05,56.94,85.71,28.99
3.15E+04,44,50.85,50.9,44.41,44.3,65.39,65.3,75.3,75,73.06,63.32,50.62,51.02,69.36,15.67,68.2,-14.51,57.7,55.65,3.577,1.526,48.52,4.181,0.8409,168,214.9,5.7,5.1,38.6,33.8,80.1,86.9,10,42.5,3.9,110.7,30.8,52.4,55,53,7.511,3.08,9.199,20,0,112,108.8,128,93.2,9.7,6.6,34.94,0,100,65,44,56,52,58.92,65.69,52.84,52.05,55.57,85.86,30.93
3.16E+04,44,50.85,50.9,44.41,44.3,65.39,65.1,75.34,75,73.06,63.4,50.62,51.02,69.19,15.85,67.18,-13.85,57.74,55.69,3.58,1.527,48.51,4.185,0.8402,166.9,215.1,5.7,5.1,38.9,33.8,80.1,86.9,10.3,42.7,4.1,110.9,30.8,52.9,55,53,8.275,3.402,9.199,20,0,112,108.8,129,94.3,9.7,6.6,35.08,0,100,65,44,56,48,58.96,65.69,52.84,52.05,56.56,85.92,28.55
3.16E+04,44,50.85,50.9,44.41,44.3,65.39,65.1,75.34,75,73.02,63.36,50.62,51.02,69.42,16.19,67.4,-14.18,57.68,55.63,3.577,1.526,48.48,4.183,0.8404,167.5,214.9,5.8,5.1,38.6,33.8,80.1,86.9,9.7,42.7,3.8,110.7,30.6,52.4,55,53,7.231,2.963,9.199,20,0,112,109,129,94.5,9.9,6.5,35.22,0,100,65,44,56,48,58.92,65.69,52.84,52.05,57.42,85.84,29.24
3.16E+04,44,50.85,50.9,44.41,44.3,65.39,65.3,75.34,75,73.02,63.36,50.62,51.02,68.11,15.89,66.13,-13.91,57.46,55.42,3.563,1.52,48.5,4.165,0.8441,164.3,214,5.4,4.8,38.9,34,79.8,86.4,10,42.7,3.8,110.7,30.9,52.6,55,53,11.07,4.621,9.199,20,0,112,108.8,128,93.3,9.9,6.6,35.36,0,100,65,44,56,52,58.96,65.65,52.84,52.05,57.02,85.51,26.62
3.16E+04,44,50.85,50.9,44.41,44.3,65.39,65.3,75.3,75,73.02,63.36,50.67,51.06,68.66,15.8,66.94,-14.08,57.69,56.01,3.576,1.892,48.49,4.183,0.8405,166.3,214.9,5.5,5.1,38.6,33.8,80.1,86.9,10.3,42.7,4.1,110.7,30.6,53.1,55,53,9.927,4.112,9.199,20,0,112,108.8,129.5,95,9.9,6.8,35.5,0,100,65,44,56,52,58.96,65.65,52.84,52.05,56.7,85.83,27.17
3.16E+04,44,50.85,51.1,44.41,44.3,65.39,65.3,75.3,75,73.02,63.4,50.62,51.02,68.05,15.66,66.07,-13.67,57.53,55.48,3.567,1.522,48.54,4.167,0.8438,164.8,214.3,5.7,4.8,38.6,33.8,79.8,86.4,10,42.7,4.1,110.7,31.1,52.1,55,53,11.55,4.826,9.199,20,0,111.8,108.8,128,92.9,9.7,6.8,35.64,0,100,65,44,56,52,58.96,65.73,52.84,52.05,55.52,85.6,26.41
3.16E+04,44,50.85,50.9,44.41,44.3,65.39,65.1,75.3,75.2,73.06,63.36,50.67,51.02,69.05,15.6,67.61,-14.16,57.67,55.98,3.209,1.525,48.56,4.175,0.8422,167.3,214.8,5.8,4.8,38.9,33.8,80.1,86.9,10,42.7,4.1,110.7,30.8,52.6,55,53,8.537,3.516,9.199,20,0,111.8,109,129,94.5,9.9,6.5,35.78,0,100,65,44,56,48,58.96,65.69,52.84,52.05,55.66,77.01,28.77
3.16E+04,44,50.89,50.9,44.41,44.3,65.39,65.1,75.34,75,73.02,63.36,50.62,51.02,69.29,16.16,67.28,-14.15,57.91,55.5,3.568,1.157,48.48,4.2,0.8371,167.2,214.4,5.8,4.8,38.6,33.8,79.8,86.4,10,42.7,3.9,110.9,31.1,52.6,55,53,8.491,3.486,9.199,20,0,112,109,128,93,9.9,6.5,35.92,0,100,65,44,56,48,58.96,65.65,52.84,52.05,58.01,85.63,29.26
3.16E+04,44,50.81,50.9,44.41,44.4,65.39,65.1,75.3,75,72.97,63.36,50.62,51.02,68.97,16.15,66.96,-14.14,57.5,55.81,3.588,1.898,48.43,4.174,0.8423,167.1,215.6,5.5,4.8,38.9,34,79.8,86.4,10,42.5,3.6,110.7,30.9,53.1,55,53,8.135,3.355,9.199,20,0,112,108.8,128.5,94,9.9,6.5,36.06,0,100,65,44,56,48,58.96,65.61,52.84,52.05,58.34,86.12,27.8
3.16E+04,44,50.85,50.9,44.41,44.3,65.39,65.1,75.34,75,72.97,63.32,50.62,51.02,69.43,16.48,67.41,-14.47,58.02,55.95,3.597,1.535,48.48,4.208,0.8355,167.5,216.1,5.4,4.5,38.9,34,79.5,85.9,10,42.7,4.1,110.7,30.9,52.6,55,53,8.361,3.425,9.199,20,0,111.8,108.8,129,94.2,9.9,6.6,36.2,0,100,65,44,56,48,58.96,65.61,52.8,52,59.52,86.33,28.47
3.16E+04,44,50.85,50.9,44.41,44.4,65.39,65.3,75.3,75,73.02,63.36,50.62,51.02,69.12,15.9,67.39,-14.17,58.08,56.01,3.601,1.536,48.49,4.211,0.8349,167.4,216.3,5.7,4.8,38.6,33.8,79.8,86.4,10,42.7,3.9,110.7,31.3,52.6,55,53,9.674,3.981,9.199,20,0,112,108.8,128,92.7,9.7,6.6,36.34,0,100,65,44,56,52,58.96,65.65,52.84,52.05,57.08,86.42,28.26
3.17E+04,44,50.85,50.9,44.41,44.1,65.39,65.3,75.25,75,73.06,63.36,50.62,51.02,68.38,15.23,67.23,-14.08,58.26,56.19,3.612,1.541,48.53,4.221,0.833,166.3,217,5.7,5.1,38.9,34,80.1,86.9,10.1,42.7,4.1,110.9,30.8,53.1,55,53,12.92,5.376,9.199,20,0,112,108.8,130.5,96,9.7,6.6,36.48,0,100,65,44,56,52,59,65.77,52.84,52.05,54.01,86.69,27.34
3.17E+04,44,50.85,50.9,44.41,44.4,65.39,65.3,75.3,75.2,73.06,63.4,50.67,51.06,68.91,15.57,67.18,-13.85,57.64,55.96,3.573,1.891,48.54,4.175,0.8421,166.9,214.7,5.5,4.8,38.9,34,79.8,86.4,10,42.7,3.6,110.9,31.1,52.4,55,53,8.943,3.691,9.199,20,0,111.8,108.8,128,94,9.9,6.5,36.62,0,100,65,44,56,52,59,65.81,52.88,52.05,54.88,85.76,27.89
3.17E+04,44,50.89,50.9,44.41,44.3,65.43,65.3,75.34,75,73.06,63.4,50.67,51.06,68.93,15.86,67.21,-14.14,58.52,56.45,3.605,1.538,48.58,4.236,0.83,167,216.6,5.4,5.1,38.9,34,80.1,86.9,10.4,42.7,3.8,110.9,30.6,52.9,55,53,11.98,4.942,9.199,20,0,112,108.6,128.5,93.7,9.9,6.6,36.76,0,100,65,44,56,52,58.96,65.77,52.88,52.09,55.9,86.52,26.72
3.17E+04,44,50.89,50.9,44.41,44.4,65.39,65.1,75.34,75.2,73.06,63.4,50.71,51.06,69.26,15.87,67.25,-13.86,58.34,56.65,3.226,1.533,48.57,4.223,0.8325,167.1,216,5.5,4.9,38.9,34,80.1,86.9,10.1,42.7,3.8,110.7,30.8,52.4,55,53,10.19,4.183,9.199,20,0,111.8,108.6,129,94.2,9.9,6.5,36.9,0,100,65,44,56,48,58.96,65.65,52.88,52.09,56.97,77.41,26.34
3.17E+04,44,50.89,51.1,44.41,44.3,65.39,65.3,75.34,75,73.02,63.4,50.67,51.06,69.03,16.1,66.74,-13.81,57.93,55.88,3.568,1.522,48.5,4.199,0.8373,166.5,214.4,5.4,4.8,38.9,34,79.8,86.4,10.1,42.5,3.9,110.9,31.1,53.1,55,53,9.484,3.908,9.199,20,0,111.8,108.8,130,93.7,9.7,6.5,37.04,0,100,65,44,56,52,59,65.61,52.88,52.05,58.51,85.64,27.09
3.17E+04,44,50.89,50.9,44.45,44.3,65.39,65.1,75.3,75,73.02,63.4,50.67,51.06,68.89,15.85,66.88,-13.84,57.84,55.78,3.586,1.53,48.48,4.195,0.8382,166.9,215.4,5.7,4.8,38.6,33.8,79.8,86.4,10,42.7,3.8,110.7,31.1,52.4,55,53,9.625,3.974,9.199,20,0,111.8,108.6,128,93.3,9.9,6.6,37.18,0,100,65,44,56,48,59,65.57,52.88,52.09,57.96,86.06,27.7
3.17E+04,44,50.89,50.9,44.45,44.4,65.39,65.1,75.34,75,73.06,63.36,50.67,51.06,69.74,15.98,68,-14.24,57.88,55.82,3.588,1.531,48.45,4.2,0.8371,168.2,215.6,5.8,4.5,38.6,33.8,79.5,85.9,10.4,42.5,3.9,110.9,31.4,52.6,55,53,6.756,2.755,9.199,20,0,111.8,108.8,130,94.7,9.7,6.5,37.32,0,100,65,44,56,48,59,65.57,52.88,52.09,58.43,86.12,30.14
3.17E+04,44,50.85,50.9,44.41,44.3,65.39,65.1,75.3,75,73.06,63.36,50.67,51.06,68.93,15.57,67.49,-14.14,58.28,56.58,3.613,1.912,48.53,4.223,0.8326,167,217.1,5.4,4.8,38.9,34,79.8,86.4,10.1,42.7,3.6,110.9,31.1,52.4,55,53,11.1,4.579,9.199,20,0,111.8,108.6,128.5,93.8,9.9,6.6,37.46,0,100,65,44,56,48,59,65.61,52.92,52.09,56.6,86.72,26.99
3.17E+04,44,50.85,50.9,44.41,44.3,65.39,65.3,75.3,74.9,73.02,63.36,50.67,51.02,69.3,15.94,67.56,-14.21,57.79,56.1,3.216,1.529,48.51,4.188,0.8394,167.9,215.3,5.8,4.9,38.6,33.8,79.8,86.4,9.7,42.5,3.9,110.7,31.4,52.6,55,53,8.063,3.31,9.199,20,0,111.8,108.8,128,93.2,9.8,6.5,37.6,0,100,65,44,56,52,59,65.65,52.92,52.09,57.58,77.18,28.47
3.17E+04,44,50.89,51.1,44.41,44.3,65.39,65.3,75.3,75,73.06,63.4,50.67,51.06,68.65,15.51,66.94,-13.8,58.13,56.08,3.581,1.527,48.54,4.211,0.835,166.3,215.2,5.4,4.6,38.9,34,79.8,86.4,10.1,42.7,3.8,110.7,31.1,52.4,55,53,11.54,4.783,9.199,20,0,111.8,108.8,129,94.3,9.7,6.8,37.74,0,100,65,44,56,52,59,65.73,52.92,52.09,55.34,85.94,26.98
3.18E+04,44,50.85,51.1,44.41,44.3,65.39,65.3,75.3,75,73.1,63.4,50.67,51.02,68.51,15.2,67.08,-13.77,57.77,56.09,3.215,1.528,48.55,4.184,0.8403,166,215.2,5.5,5.1,38.9,34,80.1,86.9,10,42.7,3.8,110.9,31,52.4,55,53,10.79,4.48,9.199,20,0,111.6,108.6,129,94,9.7,6.7,37.88,0,100,65,44,56,52,59,65.77,52.92,52.13,53.89,77.16,27.21
3.18E+04,44,50.89,50.9,44.45,44.3,65.39,65.3,75.3,75.2,73.06,63.4,50.67,51.06,68.8,15.54,67.08,-13.83,57.75,55.69,3.58,1.527,48.53,4.183,0.8405,166.7,215.1,5.8,4.6,38.6,33.8,79.8,86.4,10,42.7,3.8,110.9,31.3,52.4,55,53,9.665,3.995,9.199,20,0,111.8,108.6,128.5,93.5,10.1,6.5,38.02,0,100,65,44,56,52,59,65.73,52.92,52.13,55.46,85.92,28.3
3.18E+04,44,50.89,51.1,44.45,44.3,65.39,65.1,75.3,75.2,73.02,63.4,50.67,51.06,68.19,15.69,66.2,-13.7,57.59,55.54,3.57,1.523,48.51,4.174,0.8424,165.2,214.5,5.4,4.6,38.9,34,79.8,86.4,10,42.7,3.8,110.9,31.1,52.2,55,53,11.24,4.687,9.199,20,0,112,108.6,130,95,9.9,6.8,38.16,0,100,65,44,56,48,59,65.65,52.92,52.13,56.66,85.68,26.61
3.18E+04,44,50.89,50.9,44.45,44.3,65.39,65.1,75.34,75,73.02,63.36,50.67,51.06,69.08,16.11,67.08,-14.11,57.43,55.38,3.56,1.519,48.49,4.164,0.8443,166.7,213.9,5.5,5.1,38.9,34,80.1,86.9,10,42.7,3.8,110.9,30.8,52.4,55,53,7.511,3.092,9.199,20,0,111.6,108.8,129.5,94.2,9.9,6.5,38.3,0,100,65,44,56,48,59,65.61,52.92,52.09,58.56,85.44,29.05
3.18E+04,44,50.89,51.1,44.45,44.4,65.39,65.3,75.34,74.9,73.02,63.36,50.67,51.02,69.23,16.15,67.22,-14.14,57.72,55.67,3.212,1.16,48.49,4.186,0.84,167,215,5.7,4.6,38.6,33.8,79.5,85.9,10,42.7,4.1,110.9,31.1,52.6,55,53,8.042,3.304,9.199,20,0,111.8,108.6,129.5,94.2,9.8,6.8,38.44,0,100,65,44,56,52,59,65.57,52.92,52.09,59.05,77.09,28.69
3.18E+04,44,50.89,51.1,44.45,44.3,65.39,65.3,75.34,75,73.02,63.36,50.67,51.06,69.11,16.12,67.11,-14.11,57.66,55.61,3.575,1.525,48.5,4.18,0.8412,166.7,214.8,5.4,4.6,38.6,34,79.8,86.4,10,42.7,3.8,110.7,31.3,52.6,55,53,8.243,3.392,9.199,20,0,111.8,108.8,128.5,93.7,9.9,6.8,38.58,0,100,65,44,56,52,59,65.61,52.92,52.13,58.58,85.79,28.56
